Author,OA_ID,unique_affiliation_count,all_china,some_china,some_usa,all_countries,affiliation_display_name_2026,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2025,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2024,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2023,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2022,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2021,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2020,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2019,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2018,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2017,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2016,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2015,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2014,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2013,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2012,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2011,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2010,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2009,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2008,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2007,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2006,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2005,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2004,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2003,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2002,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2001,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2000,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_1999,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1998,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1997,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1996,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1995,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1994,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1993,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1992,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1991,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1990,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1989,affiliation_id_1989,affiliation_country_1989,affiliation_display_name_1988,affiliation_id_1988,affiliation_country_1988,affiliation_display_name_1987,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1986,affiliation_id_1986,affiliation_country_1986,affiliation_display_name_1985,affiliation_id_1985,affiliation_country_1985,affiliation_display_name_1984,affiliation_id_1984,affiliation_country_1984,affiliation_display_name_1983,affiliation_id_1983,affiliation_country_1983,affiliation_display_name_1982,affiliation_id_1982,affiliation_country_1982,affiliation_display_name_1981,affiliation_id_1981,affiliation_country_1981,affiliation_display_name_1980,affiliation_id_1980,affiliation_country_1980,affiliation_display_name_1979,affiliation_id_1979,affiliation_country_1979,affiliation_display_name_1978,affiliation_id_1978,affiliation_country_1978,affiliation_display_name_1977,affiliation_id_1977,affiliation_country_1977,affiliation_display_name_1976,affiliation_id_1976,affiliation_country_1976,affiliation_display_name_1975,affiliation_id_1975,affiliation_country_1975,affiliation_display_name_1974,affiliation_id_1974,affiliation_country_1974,affiliation_display_name_1973,affiliation_id_1973,affiliation_country_1973,affiliation_display_name_1972,affiliation_id_1972,affiliation_country_1972,affiliation_display_name_1971,affiliation_id_1971,affiliation_country_1971,affiliation_display_name_1970,affiliation_id_1970,affiliation_country_1970,affiliation_display_name_1969,affiliation_id_1969,affiliation_country_1969,affiliation_display_name_1968,affiliation_id_1968,affiliation_country_1968,affiliation_display_name_1967,affiliation_id_1967,affiliation_country_1967,affiliation_display_name_1966,affiliation_id_1966,affiliation_country_1966,affiliation_display_name_1965,affiliation_id_1965,affiliation_country_1965,affiliation_display_name_1964,affiliation_id_1964,affiliation_country_1964,affiliation_display_name_1963,affiliation_id_1963,affiliation_country_1963,affiliation_display_name_1962,affiliation_id_1962,affiliation_country_1962,affiliation_display_name_1961,affiliation_id_1961,affiliation_country_1961,affiliation_display_name_1960,affiliation_id_1960,affiliation_country_1960,affiliation_display_name_1959,affiliation_id_1959,affiliation_country_1959,affiliation_display_name_1958,affiliation_id_1958,affiliation_country_1958,affiliation_display_name_1957,affiliation_id_1957,affiliation_country_1957,affiliation_display_name_1956,affiliation_id_1956,affiliation_country_1956,affiliation_display_name_1955,affiliation_id_1955,affiliation_country_1955,affiliation_display_name_1932,affiliation_id_1932,affiliation_country_1932
Jack A. Clark,A5012713248,22,False,False,True,Australia; United Kingdom; United States,,,,University of Arizona,https://openalex.org/I138006243,United States,Boston University,https://openalex.org/I111088046,United States,University of Arizona,https://openalex.org/I138006243,United States,Edith Nourse Rogers Memorial Veterans Hospital,https://openalex.org/I2800300635,United States,University of Sheffield,https://openalex.org/I91136226,United Kingdom,University of North Carolina at Chapel Hill,https://openalex.org/I114027177,United States,Boston University,https://openalex.org/I111088046,United States,Bedford VA Research Corporation,https://openalex.org/I4210090056,United States,Edith Nourse Rogers Memorial Veterans Hospital,https://openalex.org/I2800300635,United States,Edith Nourse Rogers Memorial Veterans Hospital,https://openalex.org/I2800300635,United States,Edith Nourse Rogers Memorial Veterans Hospital,https://openalex.org/I2800300635,United States,VA Boston Healthcare System,https://openalex.org/I2801671727,United States,Quality Enhancement Research Initiative,https://openalex.org/I4210125302,United States,Memorial Hospital,https://openalex.org/I4210160694,United States,Dana-Farber Brigham Cancer Center,https://openalex.org/I4210161994,United States,Edith Nourse Rogers Memorial Veterans Hospital,https://openalex.org/I2800300635,United States,Massachusetts General Hospital,https://openalex.org/I4210087915,United States,Edith Nourse Rogers Memorial Veterans Hospital,https://openalex.org/I2800300635,United States,Dana-Farber Cancer Institute,https://openalex.org/I4210117453,United States,Mölnlycke Health Care (United Kingdom),https://openalex.org/I4210111311,United Kingdom,University of Southern Maine,https://openalex.org/I73443619,United States,Rogers (United States),https://openalex.org/I75717288,United States,Indiana University – Purdue University Indianapolis,https://openalex.org/I55769427,United States,Bedford VA Research Corporation,https://openalex.org/I4210090056,United States,Massachusetts General Hospital,https://openalex.org/I4210087915,United States,,,,Health Services Research & Development,https://openalex.org/I4210089489,United States,Edith Nourse Rogers Memorial Veterans Hospital,https://openalex.org/I2800300635,United States,Dana-Farber Cancer Institute,https://openalex.org/I4210117453,United States,,,,Bedford Hospital,https://openalex.org/I4210152285,United Kingdom,,,,,,,Department of Veterans Affairs,https://openalex.org/I4210151543,Australia,New England Research (United States),https://openalex.org/I4210162004,United States,,,,Harvard University,https://openalex.org/I136199984,United States,,,,,,,Harvard University,https://openalex.org/I136199984,United States,,,,University of Colorado System,https://openalex.org/I2802236040,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Clark,A5031107879,2,False,False,True,United States,,,,,,,,,,,,,Stanford University,https://openalex.org/I97018004,United States,OpenAI (United States),https://openalex.org/I4210161460,United States,OpenAI (United States),https://openalex.org/I4210161460,United States,OpenAI (United States),https://openalex.org/I4210161460,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Lindsey,A5006832724,3,False,False,True,New Zealand; United States,Columbia University,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I78577930,United States,Manaaki Whenua – Landcare Research,https://openalex.org/I86609021,New Zealand,Columbia University,https://openalex.org/I78577930,United States,Stanford University,https://openalex.org/I97018004,United States,Columbia University,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I78577930,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson Kernion,A5057116059,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamie Kerr,A5081035645,3,False,False,True,Canada; United Kingdom; United States,,,,,,,,,,University of Guelph,https://openalex.org/I79817857,Canada,,,,,,,,,,,,,,,,,,,University of Aberdeen,https://openalex.org/I195460627,United Kingdom,University of Aberdeen,https://openalex.org/I195460627,United Kingdom,,,,,,,,,,,,,,,,,,,Catholic Family Center,https://openalex.org/I4210099742,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Brauner,A5030437398,7,False,False,False,Belgium; Canada; Germany; United Kingdom,European Commission,https://openalex.org/I2800387288,Belgium,University of Oxford,https://openalex.org/I40120149,United Kingdom,University of Oxford,https://openalex.org/I40120149,United Kingdom,Université de Montréal,https://openalex.org/I70931966,Canada,Gemeinschaftskrankenhaus Herdecke,https://openalex.org/I4210146035,Germany,University of Oxford,https://openalex.org/I40120149,United Kingdom,University of Oxford,https://openalex.org/I40120149,United Kingdom,,,,Medical Mission Institute,https://openalex.org/I4210106937,Germany,Friedrich-Alexander-Universität Erlangen-Nürnberg,https://openalex.org/I181369854,Germany,Universitätsklinikum Erlangen,https://openalex.org/I4210088053,Germany,,,,Friedrich-Alexander-Universität Erlangen-Nürnberg,https://openalex.org/I181369854,Germany,Friedrich-Alexander-Universität Erlangen-Nürnberg,https://openalex.org/I181369854,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan H. Kirchner,A5018518179,2,False,False,False,Germany; India,Indian Institute of Technology Delhi,https://openalex.org/I68891433,India,Technical University of Munich,https://openalex.org/I62916508,Germany,Technical University of Munich,https://openalex.org/I62916508,Germany,Technical University of Munich,https://openalex.org/I62916508,Germany,Technical University of Munich,https://openalex.org/I62916508,Germany,Technical University of Munich,https://openalex.org/I62916508,Germany,Technical University of Munich,https://openalex.org/I62916508,Germany,Technical University of Munich,https://openalex.org/I62916508,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Leike,A5099881267,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Janel Thamkul,A5092362960,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Kaplan,A5053213601,10,False,False,True,Argentina; France; United Kingdom; United States,,,,,,,Johns Hopkins University,https://openalex.org/I145311948,United States,,,,Stanford University,https://openalex.org/I97018004,United States,University of Sheffield,https://openalex.org/I91136226,United Kingdom,Johns Hopkins University,https://openalex.org/I145311948,United States,University of Baltimore,https://openalex.org/I6059380,United States,University of Baltimore,https://openalex.org/I6059380,United States,University of Baltimore,https://openalex.org/I6059380,United States,University of Baltimore,https://openalex.org/I6059380,United States,University of Baltimore,https://openalex.org/I6059380,United States,Bariloche Atomic Centre,https://openalex.org/I2883434090,Argentina,Stanford University,https://openalex.org/I97018004,United States,SLAC National Accelerator Laboratory,https://openalex.org/I2801935854,United States,,,,Stanford University,https://openalex.org/I97018004,United States,,,,Thomas Jefferson National Accelerator Facility,https://openalex.org/I29801172,United States,Thomas Jefferson National Accelerator Facility,https://openalex.org/I29801172,United States,Thomas Jefferson National Accelerator Facility,https://openalex.org/I29801172,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laboratoire de Physique Théorique et Hautes Energies,https://openalex.org/I4210119869,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Ohio State University,https://openalex.org/I52357470,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luxfer Group (United Kingdom),https://openalex.org/I4210155919,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerry Wei,A5122518503,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesse Mu,A5060578216,2,False,False,True,United States,,,,,,,,,,,,,,,,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,,,,Boston College,https://openalex.org/I103531236,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jin Pan,A5122592409,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johannes Treutlein,A5047456114,2,False,False,False,Canada; Germany,,,,,,,,,,,,,,,,Vector Institute,https://openalex.org/I4210127509,Canada,,,,,,,Verwaltungs-Berufsgenossenschaft,https://openalex.org/I4210114088,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Abderrachid,A5122478768,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Batson,A5029631340,6,False,False,True,United Kingdom; United States,,,,University of Colorado Anschutz Medical Campus,https://openalex.org/I51713134,United States,AnthroTronix (United States),https://openalex.org/I4210115175,United States,Chan Zuckerberg Initiative (United States),https://openalex.org/I4210121800,United States,Chan Zuckerberg Initiative (United States),https://openalex.org/I4210121800,United States,Chan Zuckerberg Initiative (United States),https://openalex.org/I4210121800,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Chan Zuckerberg Initiative (United States),https://openalex.org/I4210121800,United States,,,,,,,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,,,,,,,,,,,,,University of Cambridge,https://openalex.org/I241749,United Kingdom,Yale University,https://openalex.org/I32971472,United States,Yale University,https://openalex.org/I32971472,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joyce Marcus,A5036919888,12,False,False,True,France; Ireland; Mexico; United Kingdom; United States,,,,,,,,,,,,,,,,University of Michigan–Ann Arbor,https://openalex.org/I27837315,United States,,,,,,,University of Michigan–Ann Arbor,https://openalex.org/I27837315,United States,Schlumberger (Ireland),https://openalex.org/I4210108542,Ireland,University of Michigan–Ann Arbor,https://openalex.org/I27837315,United States,University of Michigan–Ann Arbor,https://openalex.org/I27837315,United States,University of Michigan–Ann Arbor,https://openalex.org/I27837315,United States,,,,Museum of Indian Arts and Culture,https://openalex.org/I1300065529,United States,,,,,,,University of Michigan–Ann Arbor,https://openalex.org/I27837315,United States,University of Michigan–Ann Arbor,https://openalex.org/I27837315,United States,Camargo Foundation,https://openalex.org/I4210136048,France,University of Michigan–Ann Arbor,https://openalex.org/I27837315,United States,University of Wisconsin–Madison,https://openalex.org/I135310074,United States,University of Michigan–Ann Arbor,https://openalex.org/I27837315,United States,Washington State University,https://openalex.org/I72951846,United States,,,,Michigan State University,https://openalex.org/I87216513,United States,University of Michigan–Ann Arbor,https://openalex.org/I27837315,United States,University of Michigan–Ann Arbor,https://openalex.org/I27837315,United States,University of Michigan–Ann Arbor,https://openalex.org/I27837315,United States,,,,Universidad Nacional Autónoma de México,https://openalex.org/I8961855,Mexico,University of Michigan–Ann Arbor,https://openalex.org/I27837315,United States,University of Cambridge,https://openalex.org/I241749,United Kingdom,University of Michigan–Ann Arbor,https://openalex.org/I27837315,United States,Universidad de las Américas Puebla,https://openalex.org/I69181431,Mexico,Universidad de las Américas Puebla,https://openalex.org/I69181431,Mexico,Universidad de las Américas Puebla,https://openalex.org/I69181431,Mexico,Calvin Coolidge Presidential Foundation,https://openalex.org/I4210145052,United States,,,,University of Michigan–Ann Arbor,https://openalex.org/I27837315,United States,,,,University of Michigan–Ann Arbor,https://openalex.org/I27837315,United States,University of Michigan–Ann Arbor,https://openalex.org/I27837315,United States,University of Michigan–Ann Arbor,https://openalex.org/I27837315,United States,University of Michigan–Ann Arbor,https://openalex.org/I27837315,United States,,,,University of Michigan–Ann Arbor,https://openalex.org/I27837315,United States,,,,University of Michigan–Ann Arbor,https://openalex.org/I27837315,United States,,,,University of Michigan–Ann Arbor,https://openalex.org/I27837315,United States,University of Michigan–Ann Arbor,https://openalex.org/I27837315,United States,University of Michigan–Ann Arbor,https://openalex.org/I27837315,United States,Harvard University,https://openalex.org/I136199984,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamal Ndousse,A5028970835,2,False,False,True,United States,,,,,,,,,,AnthroTronix (United States),https://openalex.org/I4210115175,United States,,,,,,,OpenAI (United States),https://openalex.org/I4210161460,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karina Nguyen,A5032805177,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karina Nyugen,A5092362961,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kei Nishimura-Gasparian,A5120338931,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelley Rivoire,A5120338932,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kshitij Sachan,A5084231398,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liane Lovitt,A5085473601,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Graham,A5041121552,2,False,False,False,United Kingdom,,,,,,,,,,,,,,,,,,,University of Oxford,https://openalex.org/I40120149,United Kingdom,Babylon Health,https://openalex.org/I4210134914,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Howard,A5122432384,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marina Favaro,A5069116837,2,False,False,True,Brazil; United States,,,,,,,,,,,,,,,,,,,Marymount University,https://openalex.org/I53276908,United States,,,,,,,,,,,,,,,,,,,,,,Centro Universitário de Araraquara,https://openalex.org/I4210156688,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meg Tong,A5111092720,1,False,False,True,United States,,,,,,,Center for Human Genetics,https://openalex.org/I4210105714,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Sellitto,A5085932648,1,False,False,True,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dana-Farber Cancer Institute,https://openalex.org/I4210117453,United States,Dana-Farber Cancer Institute,https://openalex.org/I4210117453,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Lambert,A5103263684,3,False,False,False,Czechia; United Kingdom,,,,,,,,,,,,,,,,,,,University of Wolverhampton,https://openalex.org/I119664326,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,Qinetiq (United Kingdom),https://openalex.org/I173869447,United Kingdom,,,,,,,University of Wolverhampton,https://openalex.org/I119664326,United Kingdom,,,,ENVItech Bohemia (Czechia),https://openalex.org/I4210139052,Czechia,University of Wolverhampton,https://openalex.org/I119664326,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
