Author,No. Papers,Notes,OA_Profile,OA_ID,ORCID,Display_name,Display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,ID-1980,ID-1981,affiliation-1980,affiliation-1981,unique_affiliation_count,all_china,some_china,some_usa,all_usa,all_countries,affiliation_display_name_1981,affiliation_id_1981,affiliation_country_1981,affiliation_display_name_1980,affiliation_id_1980,affiliation_country_1980,affiliation_data,unique_country_count,Most Recent Affiliation Year,Most Recent Affiliation,Most Recent Affiliation Country,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1987,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1990,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1991,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1992,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1993,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1994,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1995,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1996,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1997,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1998,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1999,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_2000,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2001,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2002,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2003,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2004,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2005,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2006,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2007,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2008,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2009,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2010,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2011,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2012,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2013,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2014,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2015,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2016,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2017,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2018,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2019,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2020,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2021,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2022,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2023,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2024,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2025,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2026
Jianxin Ma,2,,https://openalex.org/A5069139054,A5069139054,https://orcid.org/0000-0002-1474-812X,Jianxin Ma,"J Ma, J. Ma, J.B. Ma, JIANXIN MA, Jiajun Ma, Jian-Xin MA, Jian-Xin Ma, Jian-xin Ma, JianXin Ma, Jianxin Ma",192,18742,5.75,58,105,,,,,15,False,True,True,False,"China, United States",,,,,,,True,2,2025,University of Science and Technology Beijing,China,,,,,,,,,,,,,,,,,,,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,,,,,,,https://openalex.org/I4210138501,China,Chinese Academy of Agricultural Sciences,https://openalex.org/I4210138501,China,Chinese Academy of Agricultural Sciences,https://openalex.org/I4210138501,China,Chinese Academy of Agricultural Sciences,https://openalex.org/I4210138501,China,Chinese Academy of Agricultural Sciences,https://openalex.org/I38877650,China,Zhengzhou University,https://openalex.org/I4210147155,United States,Pediatrics and Genetics,https://openalex.org/I4210118317,China,81th Hospital of PLA,,,,https://openalex.org/I219193219,United States,Purdue University West Lafayette,https://openalex.org/I219193219,United States,Purdue University West Lafayette,https://openalex.org/I76835614,United States,University of Missouri,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210149496,China,Zhengzhou People's Hospital,https://openalex.org/I4210103115,China,Xinjiang Institute of Ecology and Geography,https://openalex.org/I219193219,United States,Purdue University West Lafayette,https://openalex.org/I4210133534,China,Henan Provincial People's Hospital,https://openalex.org/I219193219,United States,Purdue University West Lafayette,https://openalex.org/I87216513,United States,Michigan State University,https://openalex.org/I4210166112,China,State Key Laboratory of Remote Sensing Science,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I97009856,China,Bohai University,https://openalex.org/I97009856,China,Bohai University,https://openalex.org/I97009856,China,Bohai University,https://openalex.org/I97009856,China,Bohai University,https://openalex.org/I92403157,China,University of Science and Technology Beijing,https://openalex.org/I92403157,China,University of Science and Technology Beijing,,,
Jianxin Yang,3,,https://openalex.org/A5107900064,A5107900064,,Jianxin Yang,"Jian-xin Yang, Jianxin Yang, Yang, Jianxin",55,1368,11.733333333333333,17,23,,,,,5,False,True,True,False,"China, United States",,,,,,,True,2,2025,University of Chinese Academy of Sciences,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210144289,China,Research Center for Eco-Environmental Sciences,https://openalex.org/I4210144289,China,Research Center for Eco-Environmental Sciences,https://openalex.org/I4210144289,China,Research Center for Eco-Environmental Sciences,https://openalex.org/I4210144289,China,Research Center for Eco-Environmental Sciences,https://openalex.org/I180857899,United States,Pfizer (United States),,,,https://openalex.org/I4210144289,China,Research Center for Eco-Environmental Sciences,https://openalex.org/I4210144289,China,Research Center for Eco-Environmental Sciences,https://openalex.org/I4210144289,China,Research Center for Eco-Environmental Sciences,https://openalex.org/I194450716,China,Jilin University,https://openalex.org/I4210144289,China,Research Center for Eco-Environmental Sciences,,,,https://openalex.org/I4210144289,China,Research Center for Eco-Environmental Sciences,https://openalex.org/I4210144289,China,Research Center for Eco-Environmental Sciences,,,,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210158318,China,Second Affiliated Hospital of Zhejiang University,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,,,
Jiaxi Yang,2,,https://openalex.org/A5008284896,A5008284896,https://orcid.org/0000-0002-4497-9615,Jiaxi Yang,"Dong Hoon Lee, J YANG, J. Yang, JIAXI YANG, Jiaxi Yang, Yang, Jiaxi",75,595,4.96875,13,19,,,,,5,False,True,True,False,"China, Singapore, United States",,,,,,,True,3,2025,Fourth Hospital of Hebei Medical University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I165932596,Singapore,National University of Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210111804,United States,Sanofi (United States),https://openalex.org/I4210111804,United States,Sanofi (United States),https://openalex.org/I136199984,United States,Harvard University,https://openalex.org/I136199984,United States,Harvard University,https://openalex.org/I165932596,Singapore,National University of Singapore,https://openalex.org/I165932596,Singapore,National University of Singapore,https://openalex.org/I4210108516,United States,Sacred Heart Hospital,https://openalex.org/I4210106405,China,Fourth Hospital of Hebei Medical University,,,
Jin Xu,1,,https://openalex.org/A5007056124,A5007056124,https://orcid.org/0000-0002-6644-8217,Jin Xu,"J.-X. Xu, Jiemin FAN, Jin XU, Jin Xu, Xu , Jin, Xu, Jin",64,598,1.3636363636363635,13,21,,,,,7,False,True,False,False,"China, Ireland",,,,,,,True,2,2025,"National University of Ireland, Maynooth",Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,,,,https://openalex.org/I87445476,China,Xi'an Jiaotong University,,,,https://openalex.org/I4800084,China,Southwest Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I4800084,China,Southwest Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,,,,https://openalex.org/I4392738113,China,China Electric Power Research Institute,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I4210099558,China,Shanghai Changzheng Hospital,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I150229711,China,University of Electronic Science and Technology of China,https://openalex.org/I42934936,Ireland,Dublin City University,https://openalex.org/I157286207,Ireland,"National University of Ireland, Maynooth",,,
Jing Zhou,1,,https://openalex.org/A5107979503,A5107979503,https://orcid.org/0000-0001-8384-0192,Jing Zhou,"Huatao Chen, J. F. Zhou, J. Zhou, J.F. Zhou, JING ZHOU, Jialiang Zhou, Jin Zhou, Jing ZHOU, Jing Zhou, Jing Zhou -",180,2802,2.0303030303030303,29,71,,,,,16,False,True,True,False,"British Virgin Islands, China, United States",,,,,,,True,3,2026,University of Chinese Academy of Sciences,China,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I162714631,United States,George Mason University,,,,,,,,,,,,,,,,,,,https://openalex.org/I78715868,United States,University of Arkansas at Fayetteville,https://openalex.org/I78715868,United States,University of Arkansas at Fayetteville,https://openalex.org/I79576946,United States,University of Pennsylvania,https://openalex.org/I79576946,United States,University of Pennsylvania,https://openalex.org/I116953780,China,Tongji University,https://openalex.org/I95457486,United States,"University of California, Berkeley",,,,https://openalex.org/I154100212,British Virgin Islands,Schlumberger (British Virgin Islands),https://openalex.org/I9916479,China,Air Force Medical University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I4387156274,China,PetroChina Southwest Oil and Gas Field Company (China),https://openalex.org/I119454577,China,Nanjing Agricultural University,https://openalex.org/I223532165,United States,University of Utah,https://openalex.org/I4210162190,China,"China University of Petroleum, East China",https://openalex.org/I2800102766,United States,Idaho National Laboratory,https://openalex.org/I76835614,United States,University of Missouri,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I76835614,United States,University of Missouri,https://openalex.org/I76835614,United States,University of Missouri,https://openalex.org/I76835614,United States,University of Missouri,https://openalex.org/I9842412,China,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,China,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences
Jingren Zhou,5,,https://openalex.org/A5057864403,A5057864403,https://orcid.org/0000-0002-4220-2634,Jingren Zhou,"Fei Huang, Huang, Fei, J. Zhou, Jingren Zhou, Wen, Ji-Rong, Wolfgang Lehner, Yu, Jixing, Zhang, Qiquan, Zhou, Jingren, Zhu, Lin",367,7723,7.030612244897959,46,130,,,,,7,False,True,True,False,"China, Finland, Japan, United Kingdom, United States",,,,,,,True,5,2025,Alibaba Group (China),China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I78577930,United States,Columbia University,,,,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I4210164937,United Kingdom,Microsoft Research (United Kingdom),https://openalex.org/I1290206253,United States,Microsoft (United States),https://openalex.org/I4210164937,United Kingdom,Microsoft Research (United Kingdom),https://openalex.org/I4210105678,Finland,Microsoft (Finland),https://openalex.org/I1290206253,United States,Microsoft (United States),https://openalex.org/I1290206253,United States,Microsoft (United States),,,,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I4210164937,United Kingdom,Microsoft Research (United Kingdom),https://openalex.org/I4210164937,United Kingdom,Microsoft Research (United Kingdom),,,,,,,https://openalex.org/I45928872,China,Alibaba Group (China),https://openalex.org/I45928872,China,Alibaba Group (China),https://openalex.org/I60134161,Japan,Nagoya University,https://openalex.org/I45928872,China,Alibaba Group (China),https://openalex.org/I45928872,China,Alibaba Group (China),https://openalex.org/I45928872,China,Alibaba Group (China),https://openalex.org/I45928872,China,Alibaba Group (China),https://openalex.org/I45928872,China,Alibaba Group (China),https://openalex.org/I45928872,China,Alibaba Group (China),,,
Jinze Bai,2,,https://openalex.org/A5063334231,A5063334231,,Jinze Bai,"Bai, Jinze, Jinze Bai",17,835,28.0,9,9,,,,,2,False,True,False,False,China,,,,,,,True,1,2026,Northwest A&F University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I20231570,China,Peking University,,,,,,,,,,https://openalex.org/I89652312,China,Northwest A&F University
Jinzheng He,1,,https://openalex.org/A5113338567,A5113338567,,Jinzheng He,"He, Jinzheng, Jinzheng He",2,43,21.5,1,1,,,,,0,False,False,False,False,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun Tang,1,,https://openalex.org/A5103106936,A5103106936,https://orcid.org/0000-0002-4748-3527,Jun Tang,"Jun TANG, Jun Tang, Tang, Jun",22,158,5.333333333333333,7,5,,,,,5,False,True,True,False,"China, United Kingdom, United States",,,,,,,True,3,2025,Research Center for Eco-Environmental Sciences,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210119674,China,East China University of Technology,,,,,,,,,,,,,https://openalex.org/I3125743391,China,China University of Geosciences (Beijing),https://openalex.org/I1334819555,United States,Memorial Sloan Kettering Cancer Center,https://openalex.org/I3125743391,China,China University of Geosciences (Beijing),https://openalex.org/I3125743391,China,China University of Geosciences (Beijing),,,,,,,https://openalex.org/I3125743391,China,China University of Geosciences (Beijing),https://openalex.org/I3125743391,China,China University of Geosciences (Beijing),https://openalex.org/I4210164339,United Kingdom,Oldham Council,https://openalex.org/I4210144289,China,Research Center for Eco-Environmental Sciences,,,
Juntang Lin,1,,https://openalex.org/A5068166551,A5068166551,https://orcid.org/0000-0001-9300-1771,Juntang Lin,"J Lin, J. Lin, J. T. Lin, J.T. Lin, JUNTANG LIN, Jinru Lin, Jun-Tang Lin, JunTang Lin, Juntang Lin, Junyang Lin",183,2710,4.471698113207547,30,72,,,,,2,False,True,False,False,"China, Germany",,,,,,,True,2,2025,Xinxiang Medical University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I80626142,China,Xinxiang Medical University,,,,,,,https://openalex.org/I76198965,Germany,Friedrich Schiller University Jena,https://openalex.org/I76198965,Germany,Friedrich Schiller University Jena,,,,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,,,
Junyang Lin,5,,https://openalex.org/A5100612233,A5100612233,https://orcid.org/0000-0001-9931-383X,Junyang Lin,"Hu, Feng, Jun-Yang Lin, Junyang Lin, Lin, Junyang, Liu, Dayiheng",124,3151,5.181818181818182,31,47,,,,,6,False,True,True,False,"China, United States",,,,,,,True,2,2025,Alibaba Group (China),China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210135723,China,Shanghai Institute of Technical Physics,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I4210162588,China,Shanghai Micro Electronics Equipment (China),https://openalex.org/I45928872,China,Alibaba Group (China),https://openalex.org/I4210095624,United States,Alibaba Group (United States),https://openalex.org/I4210095624,United States,Alibaba Group (United States),https://openalex.org/I45928872,China,Alibaba Group (China),https://openalex.org/I45928872,China,Alibaba Group (China),,,
Kai Dang,5,,https://openalex.org/A5014400759,A5014400759,,Kai Dang,"Dang Kai, Dang, Kai, KAI DANG, Kai DANG, Kai Dang",117,2481,12.454545454545457,29,48,,,,,11,False,True,True,False,"Australia, China, United States",,,,,,,True,3,2025,Westmead Hospital,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I39333907,China,Yanshan University,,,,https://openalex.org/I37461747,China,Wuhan University,https://openalex.org/I37802460,China,Northwest University,https://openalex.org/I205237279,China,Nankai University,https://openalex.org/I205237279,China,Nankai University,https://openalex.org/I4210145422,Australia,Westmead Institute for Medical Research,https://openalex.org/I205237279,China,Nankai University,https://openalex.org/I4210152797,United States,Advanced Neural Dynamics (United States),https://openalex.org/I2803024705,Australia,Westmead Hospital,https://openalex.org/I4210147395,United States,Colorado Center for Bone Research,https://openalex.org/I17145004,China,Northwestern Polytechnical University,https://openalex.org/I37802460,China,Northwest University,https://openalex.org/I63354593,China,Sichuan Normal University,https://openalex.org/I2803024705,Australia,Westmead Hospital,https://openalex.org/I205237279,China,Nankai University,https://openalex.org/I4210108516,United States,Sacred Heart Hospital,https://openalex.org/I2803024705,Australia,Westmead Hospital,,,
Keming Lu,3,,https://openalex.org/A5110849478,A5110849478,,Keming Lu,"Dong, Guanting, Keming Lu, Li, Yucheng, Lu, Keming, Zan, Daoguang",55,523,8.476190476190476,13,15,,,,,5,False,True,True,False,"China, United States",,,,,,,True,2,2025,Alibaba Group (China),China,,,,,,,,,,,,,,,,,,,https://openalex.org/I44461941,United States,University of Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I2800570007,China,Renji Hospital,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,,,,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I4210108516,United States,Sacred Heart Hospital,https://openalex.org/I45928872,China,Alibaba Group (China),,,
Keqin Bao,2,,https://openalex.org/A5112721410,A5112721410,,Keqin Bao,"Bao, Keqin, Keqin Bao",2,93,46.5,2,2,,,,,1,False,False,True,False,United States,,,,,,,True,1,2024,Sacred Heart Hospital,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210108516,United States,Sacred Heart Hospital,,,,,,
Keqin Chen,2,,https://openalex.org/A5101609559,A5101609559,https://orcid.org/0000-0003-3497-5132,Keqin Chen,"Chen, Keqin, Ke-Qin Chen, Ke-qin CHEN, Keqin Chen",42,1988,6.916666666666667,19,28,,,,,6,False,True,True,False,"China, United States",,,,,,,True,2,2025,Northwest A&F University,China,,,,,,,https://openalex.org/I122411786,United States,California Institute of Technology,https://openalex.org/I122411786,United States,California Institute of Technology,https://openalex.org/I122411786,United States,California Institute of Technology,,,,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,,,,,,,,,,,,,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I74485261,China,Shandong Agricultural University,,,,https://openalex.org/I74485261,China,Shandong Agricultural University,,,,,,,https://openalex.org/I135836153,China,Shenyang Agricultural University,https://openalex.org/I135836153,China,Shenyang Agricultural University,https://openalex.org/I135836153,China,Shenyang Agricultural University,https://openalex.org/I135836153,China,Shenyang Agricultural University,https://openalex.org/I89652312,China,Northwest A&F University,https://openalex.org/I89652312,China,Northwest A&F University,https://openalex.org/I89652312,China,Northwest A&F University,https://openalex.org/I2799886051,United States,Arkansas Agricultural Experiment Station,https://openalex.org/I89652312,China,Northwest A&F University,,,
Kexin Yang,3,,https://openalex.org/A5075867408,A5075867408,https://orcid.org/0000-0003-4345-8188,Kexin Yang,"Ke-Xin Yang, Kexin Yang, Kexing Yang, Yang, Kexin",25,646,15.0,12,12,,,,,1,False,True,False,False,China,,,,,,,True,1,2025,Southwest Jiaotong University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4800084,China,Southwest Jiaotong University,https://openalex.org/I4800084,China,Southwest Jiaotong University,,,,https://openalex.org/I4800084,China,Southwest Jiaotong University,https://openalex.org/I4800084,China,Southwest Jiaotong University,https://openalex.org/I4800084,China,Southwest Jiaotong University,https://openalex.org/I4800084,China,Southwest Jiaotong University,https://openalex.org/I4800084,China,Southwest Jiaotong University,,,
Le Yu,2,,https://openalex.org/A5102521102,A5102521102,,Le Yu,"Le Yu, Yu, Le",7,114,18.0,4,3,,,,,4,False,True,True,False,"China, United States",,,,,,,True,2,2026,Shantou University Medical College,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I4210108516,United States,Sacred Heart Hospital,https://openalex.org/I91935597,China,University of South China,https://openalex.org/I4210120522,China,Shantou University Medical College
Lin Huan,1,,https://openalex.org/A5041942277,A5041942277,https://orcid.org/0000-0002-5791-4482,Lin Huan,"Huan Lin, Lin Huan, Lin, Huan",24,1256,38.0,17,20,,,,,7,False,True,False,False,China,,,,,,,True,1,2023,Fudan University Shanghai Cancer Center,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210086486,China,Zhaotong University,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I152031979,China,Nanjing Normal University,https://openalex.org/I4210138900,China,State Key Laboratory of Oncogene and Related Genes,https://openalex.org/I4210138900,China,State Key Laboratory of Oncogene and Related Genes,https://openalex.org/I4210093194,China,Fudan University Shanghai Cancer Center,https://openalex.org/I160354086,China,Guangxi Medical University,https://openalex.org/I4210093194,China,Fudan University Shanghai Cancer Center,https://openalex.org/I4210155683,China,Tumor Hospital of Guangxi Medical University,https://openalex.org/I4210134448,China,Fourth Affiliated Hospital of Guangxi Medical University,https://openalex.org/I4210093194,China,Fudan University Shanghai Cancer Center,https://openalex.org/I4210093194,China,Fudan University Shanghai Cancer Center,https://openalex.org/I4210093194,China,Fudan University Shanghai Cancer Center,,,,,,,,,
Linyu Deng,1,,https://openalex.org/A5029086379,A5029086379,https://orcid.org/0000-0003-2454-2528,Linyu Deng,"Deng, Lianghao, L.W. Deng, Lianghao Deng, Linyu Deng, Xu Wang",24,550,7.875,12,13,,,,,6,False,True,False,False,"China, United Kingdom",,,,,,,True,2,2025,Wuhan Institute of Technology,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210134666,China,Biogas Institute of Ministry of Agriculture,,,,,,,https://openalex.org/I148099405,China,Xi'an University of Architecture and Technology,https://openalex.org/I4210134666,China,Biogas Institute of Ministry of Agriculture,,,,,,,https://openalex.org/I204983213,China,Harbin Institute of Technology,https://openalex.org/I148099405,China,Xi'an University of Architecture and Technology,https://openalex.org/I4210153162,China,Xianyang Research and Design Institute of Ceramics (China),https://openalex.org/I148099405,China,Xi'an University of Architecture and Technology,,,,https://openalex.org/I4210164339,United Kingdom,Oldham Council,https://openalex.org/I4210164339,United Kingdom,Oldham Council,https://openalex.org/I91125648,China,Wuhan Institute of Technology,,,
Luo Ji,1,,https://openalex.org/A5107942598,A5107942598,,Luo Ji,"Ji, Luo, Luo Ji",11,81,0.0,1,1,,,,,1,False,True,False,False,China,,,,,,,True,1,2011,China West Normal University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I16351329,China,China West Normal University,,,,,,,,,,https://openalex.org/I16351329,China,China West Normal University,https://openalex.org/I16351329,China,China West Normal University,,,,https://openalex.org/I16351329,China,China West Normal University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mei Li,4,,https://openalex.org/A5100331933,A5100331933,https://orcid.org/0000-0003-2313-7969,Mei Li,"Li Mei, Li, Mei, Mei Li",29,330,4.75,9,9,,,,,12,False,True,False,False,China,,,,,,,True,1,2025,Sun Yat-sen University Cancer Center,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I43337087,China,Hebei University,https://openalex.org/I17145004,China,Northwestern Polytechnical University,,,,https://openalex.org/I143868143,China,Anhui University,,,,,,,https://openalex.org/I34155123,China,Hebei University of Science and Technology,,,,https://openalex.org/I34155123,China,Hebei University of Science and Technology,https://openalex.org/I34155123,China,Hebei University of Science and Technology,https://openalex.org/I82880672,China,Beihang University,https://openalex.org/I4210156165,China,Lenovo (China),https://openalex.org/I15062923,China,Tianjin Normal University,https://openalex.org/I170215575,China,National University of Defense Technology,https://openalex.org/I4391768007,China,State Key Laboratory of Oncology in South China,https://openalex.org/I205237279,China,Nankai University,https://openalex.org/I24185976,China,Sichuan University,,,,https://openalex.org/I4210146711,China,Sun Yat-sen University Cancer Center,,,
Mingfeng Xue,3,,https://openalex.org/A5004278931,A5004278931,,Mingfeng Xue,"Mingfeng Xue, Xue, Mingfeng",8,149,33.75,5,3,,,,,2,False,False,True,False,United States,,,,,,,True,1,2024,Sacred Heart Hospital,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I4210108516,United States,Sacred Heart Hospital,,,,,,
