Author,No. Papers,Notes,OA_Profile,OA_ID,ORCID,Display_name,Display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,ID-1980,ID-1981,affiliation-1980,affiliation-1981,unique_affiliation_count,all_china,some_china,some_usa,all_usa,all_countries,affiliation_display_name_1981,affiliation_id_1981,affiliation_country_1981,affiliation_display_name_1980,affiliation_id_1980,affiliation_country_1980,affiliation_data,unique_country_count,Most Recent Affiliation Year,Most Recent Affiliation,Most Recent Affiliation Country,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1987,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1990,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1991,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1992,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1993,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1994,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1995,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1996,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1997,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1998,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1999,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_2000,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2001,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2002,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2003,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2004,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2005,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2006,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2007,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2008,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2009,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2010,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2011,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2012,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2013,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2014,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2015,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2016,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2017,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2018,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2019,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2020,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2021,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2022,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2023,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2024,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2025,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2026
Yang Yao,1,,https://openalex.org/A5103898808,A5103898808,,Yang Yao,"Chen, Hongyang, Y. Yao, Yang Yao, Yang. Yao, Yao Yang, Yao, Yang",115,3467,3.2222222222222223,36,67,,,,,5,False,True,True,False,"China, United States",,,,,,,True,2,2025,Chongqing Jiaotong University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I204983213,China,Harbin Institute of Technology,https://openalex.org/I204983213,China,Harbin Institute of Technology,,,,https://openalex.org/I204983213,China,Harbin Institute of Technology,,,,https://openalex.org/I204983213,China,Harbin Institute of Technology,https://openalex.org/I204983213,China,Harbin Institute of Technology,https://openalex.org/I204983213,China,Harbin Institute of Technology,https://openalex.org/I204983213,China,Harbin Institute of Technology,https://openalex.org/I204983213,China,Harbin Institute of Technology,https://openalex.org/I204983213,China,Harbin Institute of Technology,https://openalex.org/I204983213,China,Harbin Institute of Technology,https://openalex.org/I204983213,China,Harbin Institute of Technology,https://openalex.org/I204983213,China,Harbin Institute of Technology,https://openalex.org/I204983213,China,Harbin Institute of Technology,https://openalex.org/I890469752,China,Ministry of Industry and Information Technology,https://openalex.org/I890469752,China,Ministry of Industry and Information Technology,https://openalex.org/I923382979,United States,ExxonMobil (United States),https://openalex.org/I890469752,China,Ministry of Industry and Information Technology,https://openalex.org/I890469752,China,Ministry of Industry and Information Technology,https://openalex.org/I890469752,China,Ministry of Industry and Information Technology,https://openalex.org/I76214153,China,Lanzhou University,https://openalex.org/I63371133,China,Chongqing Jiaotong University,,,
Yao Yang,1,,https://openalex.org/A5102228653,A5102228653,https://orcid.org/0000-0001-9605-8124,Yao Yang,"Yang Yao, Yang, Yao, Yao Yang, Yao, Yang",32,363,5.5,9,7,,,,,8,False,True,True,False,"China, United States",,,,,,,True,2,2025,Institute of High Energy Physics,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I72816309,United States,Drexel University,,,,,,,,,,,,,,,,,,,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,,,,https://openalex.org/I66867065,China,East China Normal University,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I74525822,China,Hubei University of Technology,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210145500,China,Guizhou Electric Power Design and Research Institute,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I4210137180,China,Institute of High Energy Physics,,,
Yichang Zhang,5,,https://openalex.org/A5013763116,A5013763116,https://orcid.org/0000-0001-5388-6376,Yichang Zhang,"Su, Yang, Yichang Zhang, Zhang, Yichang",66,1242,6.962962962962963,19,25,,,,,9,False,True,True,False,"China, United States",,,,,,,True,2,2026,Qingdao Agricultural University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I927504317,China,Nanchang Hangkong University,,,,https://openalex.org/I139759216,China,Beijing University of Posts and Telecommunications,,,,,,,,,,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I4210095624,United States,Alibaba Group (United States),https://openalex.org/I45928872,China,Alibaba Group (China),https://openalex.org/I205016115,China,Hubei University of Chinese Medicine,https://openalex.org/I4210095624,United States,Alibaba Group (United States),https://openalex.org/I4210108516,United States,Sacred Heart Hospital,https://openalex.org/I4210127469,China,Yalong Hydro (China),https://openalex.org/I146773158,China,Qingdao Agricultural University
Yinger Zhang,1,,https://openalex.org/A5008134938,A5008134938,https://orcid.org/0000-0001-6453-7462,Yinger Zhang,"Yinger Zhang, Zhang Yinger, Zhang, Yinger",19,149,24.0,4,3,,,,,1,False,True,False,False,China,,,,,,,True,1,2023,Zhejiang University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I76130692,China,Zhejiang University,,,,,,,,,
Yu Wan,3,,https://openalex.org/A5102730714,A5102730714,https://orcid.org/0000-0002-4834-9012,Yu Wan,"Wan, Yu, Yu WAN, Yu Wan",48,843,11.5,14,18,,,,,5,False,True,False,False,China,,,,,,,True,1,2026,Yulin University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I63371133,China,Chongqing Jiaotong University,https://openalex.org/I63371133,China,Chongqing Jiaotong University,https://openalex.org/I142108993,China,Southwest University,https://openalex.org/I63371133,China,Chongqing Jiaotong University,https://openalex.org/I63371133,China,Chongqing Jiaotong University,https://openalex.org/I63371133,China,Chongqing Jiaotong University,https://openalex.org/I63371133,China,Chongqing Jiaotong University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I4210161995,China,Yulin University
Yuanzhi Zhu,1,,https://openalex.org/A5011605104,A5011605104,https://orcid.org/0000-0002-6490-0871,Yuanzhi Zhu,"Y. Z. Zhu, Y. Zhu, Yuan-Zhi Zhu, Yuan-zhi Zhu, Yuanzhi Zhu, Yuan‐zhi Zhu, Zhu, Yuanzhi",108,3555,7.833333333333333,33,63,,,,,9,False,True,False,False,"China, Switzerland",,,,,,,True,2,2026,Yunnan Forestry Vocational and Technical College,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I43922553,China,Wuhan University of Science and Technology,,,,,,,,,,https://openalex.org/I43922553,China,Wuhan University of Science and Technology,,,,https://openalex.org/I4210156066,China,State Key Laboratory of Chemical Engineering,https://openalex.org/I4210156066,China,State Key Laboratory of Chemical Engineering,https://openalex.org/I76214153,China,Lanzhou University,https://openalex.org/I4210156066,China,State Key Laboratory of Chemical Engineering,https://openalex.org/I4210156066,China,State Key Laboratory of Chemical Engineering,https://openalex.org/I82880672,China,Beihang University,https://openalex.org/I4210114800,China,Yuntianhua Group (China),https://openalex.org/I5124864,Switzerland,École Polytechnique Fédérale de Lausanne,https://openalex.org/I4210114800,China,Yuntianhua Group (China),https://openalex.org/I10660446,China,Kunming University of Science and Technology,https://openalex.org/I4210130692,China,Affiliated Hospital of Youjiang Medical University for Nationalities,https://openalex.org/I4210131857,China,Yunnan Forestry Vocational and Technical College,https://openalex.org/I4210131857,China,Yunnan Forestry Vocational and Technical College
Yuanzhong Xu,1,,https://openalex.org/A5059281265,A5059281265,https://orcid.org/0000-0002-5264-5324,Yuanzhong Xu,"Xu, Yiheng, Xu, Yuanzhong, Y Xu, Y. Xu, Y.-Z. Xu, Yiheng Xu, Youxian Xu, Yuan-Zhong Xu, Yuan-zhong Xu, Yuanzhong Xu",69,3179,9.307692307692308,29,45,,,,,8,False,True,True,False,"China, India, Italy, United States",,,,,,,True,4,2025,The University of Texas Health Science Center at Houston,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I139660479,China,Central South University,https://openalex.org/I139660479,China,Central South University,https://openalex.org/I139660479,China,Central South University,https://openalex.org/I139660479,China,Central South University,https://openalex.org/I139660479,China,Central South University,https://openalex.org/I119439378,Italy,University of Verona,https://openalex.org/I919571938,United States,The University of Texas Health Science Center at Houston,https://openalex.org/I4210136062,United States,Brown Foundation,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I4210136062,United States,Brown Foundation,https://openalex.org/I4210136062,United States,Brown Foundation,https://openalex.org/I4210146488,India,Institute of Molecular Medicine,https://openalex.org/I919571938,United States,The University of Texas Health Science Center at Houston,https://openalex.org/I919571938,United States,The University of Texas Health Science Center at Houston,https://openalex.org/I119439378,Italy,University of Verona,https://openalex.org/I919571938,United States,The University of Texas Health Science Center at Houston,https://openalex.org/I4210141908,United States,Children's Nutrition Research Center at Baylor College of Medicine,https://openalex.org/I4210141908,United States,Children's Nutrition Research Center at Baylor College of Medicine,https://openalex.org/I4210136062,United States,Brown Foundation,https://openalex.org/I4210159031,,The University of Texas Health Science Center,https://openalex.org/I919571938,United States,The University of Texas Health Science Center at Houston,https://openalex.org/I919571938,United States,The University of Texas Health Science Center at Houston,,,
Yunfei Chu,2,,https://openalex.org/A5111905144,A5111905144,,Yunfei Chu,"Chu, Yunfei, Y. Chu, Yunfei Chu",74,1856,6.333333333333333,24,32,,,,,6,False,True,True,False,"China, United States",,,,,,,True,2,2025,Shandong Academy of Sciences,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I91045830,United States,Texas A&M University,https://openalex.org/I91045830,United States,Texas A&M University,https://openalex.org/I91045830,United States,Texas A&M University,https://openalex.org/I91045830,United States,Texas A&M University,https://openalex.org/I91045830,United States,Texas A&M University,https://openalex.org/I91045830,United States,Texas A&M University,https://openalex.org/I91045830,United States,Texas A&M University,https://openalex.org/I111979921,United States,Northwestern University,https://openalex.org/I111979921,United States,Northwestern University,,,,,,,,,,,,,https://openalex.org/I181326427,China,Donghua University,,,,,,,https://openalex.org/I146620803,China,Wenzhou University,https://openalex.org/I4210138151,China,Jilin Electric Power Research Institute (China),https://openalex.org/I4210142748,China,Shandong Academy of Sciences,,,
Yuqin Wan,1,,https://openalex.org/A5017645661,A5017645661,https://orcid.org/0000-0001-5536-1696,Yuqin Wan,"Lincai Zhang, Lynn Wan, Lynn Y. Wan, Lynn Yuqin Wan, WAN Lynn Yuqin, Wan, Yu, Wan, Yuqin, Yu Qin Wan, Yu Wan, Yu-Qin Wan",92,2419,8.777777777777779,28,48,,,,,12,False,True,True,False,"Canada, China, United States",,,,,,,True,3,2025,"China University of Petroleum, East China",China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I181326427,China,Donghua University,https://openalex.org/I181326427,China,Donghua University,https://openalex.org/I181326427,China,Donghua University,https://openalex.org/I181326427,China,Donghua University,https://openalex.org/I51556381,United States,University of Virginia,,,,,,,https://openalex.org/I181326427,China,Donghua University,https://openalex.org/I111599522,China,Jiangnan University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I141945490,Canada,University of British Columbia,https://openalex.org/I3923682,China,Soochow University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I170215575,China,National University of Defense Technology,https://openalex.org/I4210089297,China,Lanzhou Institute of Chemical Physics,https://openalex.org/I151727225,China,Harbin Engineering University,,,,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I63371133,China,Chongqing Jiaotong University,https://openalex.org/I4210162190,China,"China University of Petroleum, East China",,,
Yuqiong Liu,3,,https://openalex.org/A5001634411,A5001634411,,Yuqiong Liu,"Liu, Yuqiong, Wan, Yu, Y Q Liu, Yu-qiong LIU, Yu-qiong Liu, Yuqiong Liu",90,4398,16.625,26,35,,,,,13,False,True,True,False,"China, Singapore, United States",,,,,,,True,3,2025,Zhejiang University of Technology,China,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I172675005,Singapore,Nanyang Technological University,https://openalex.org/I172675005,Singapore,Nanyang Technological University,,,,,,,,,,,,,https://openalex.org/I138006243,United States,University of Arizona,https://openalex.org/I138006243,United States,University of Arizona,https://openalex.org/I138006243,United States,University of Arizona,https://openalex.org/I138006243,United States,University of Arizona,https://openalex.org/I4210156804,China,First Affiliated Hospital of Zhengzhou University,https://openalex.org/I4210105608,China,ShenZhen People’s Hospital,https://openalex.org/I92403157,China,University of Science and Technology Beijing,https://openalex.org/I4210157613,United States,Riverside Technology (United States),https://openalex.org/I4210156804,China,First Affiliated Hospital of Zhengzhou University,https://openalex.org/I4210156804,China,First Affiliated Hospital of Zhengzhou University,https://openalex.org/I66946132,United States,"University of Maryland, College Park",https://openalex.org/I66946132,United States,"University of Maryland, College Park",https://openalex.org/I66946132,United States,"University of Maryland, College Park",https://openalex.org/I4210156804,China,First Affiliated Hospital of Zhengzhou University,https://openalex.org/I4387930233,United States,NOAA Office of Water Prediction,https://openalex.org/I4210156804,China,First Affiliated Hospital of Zhengzhou University,https://openalex.org/I4210156804,China,First Affiliated Hospital of Zhengzhou University,https://openalex.org/I55712492,China,Zhejiang University of Technology,https://openalex.org/I4210095787,United States,NOAA National Weather Service,https://openalex.org/I32574673,China,Shantou University,https://openalex.org/I4210106405,China,Fourth Hospital of Hebei Medical University,https://openalex.org/I72565114,China,Luoyang Institute of Science and Technology,https://openalex.org/I55712492,China,Zhejiang University of Technology,,,
Zekun Wang,1,,https://openalex.org/A5055261249,A5055261249,https://orcid.org/0000-0003-2789-553X,Zekun Wang,"Wang, Zekun, Zekun Wang",3,51,19.0,2,2,,,,,1,False,True,False,False,China,,,,,,,True,1,2023,Peking University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I20231570,China,Peking University,,,,,,,,,
Zeyu Cui,4,,https://openalex.org/A5101250820,A5101250820,,Zeyu Cui,"Cui, Zeyu, Jiajun Zhang, Zeyu Cui, Zhang, Jiajun",35,398,2.96,9,9,,,,,3,False,True,False,False,China,,,,,,,True,1,2026,Southwest University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I142108993,China,Southwest University
Zhang Hang,1,,https://openalex.org/A5062819361,A5062819361,https://orcid.org/0000-0001-9236-372X,Zhang Hang,"Hang Zhang, Hang, Zhang, Hang, Zhi-Peng, Hằng, Z N Hang, ZHANG Hang, Zhang Hang, Zhang hang, Zhang, Hang",229,408,1.6666666666666667,8,8,,,,,11,False,True,False,False,"Canada, China, Taiwan",,,,,,,True,3,2025,Xi'an Jiaotong University,China,,,,,,,,,,https://openalex.org/I139759216,China,Beijing University of Posts and Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I152031979,China,Nanjing Normal University,https://openalex.org/I145935303,Taiwan,Ling Tung University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I139660479,China,Central South University,https://openalex.org/I56934997,China,Changsha University of Science and Technology,https://openalex.org/I4800084,China,Southwest Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I83519826,China,Nanjing Medical University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I9842412,China,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I9842412,China,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I83519826,China,Nanjing Medical University,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I5023651,Canada,McGill University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,,,
Zhangping Fu,1,,https://openalex.org/A5055194387,A5055194387,https://orcid.org/0000-0003-4050-6260,Zhangping Fu,"Fu, Zheren, Z.-I. Fu, Zhangping Fu, Zuoxiang Fu",5,73,15.666666666666666,4,3,,,,,2,False,True,False,False,China,,,,,,,True,1,2025,Xian Yang Central Hospital,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I20231570,China,Peking University,,,,https://openalex.org/I4210145099,China,Xian Yang Central Hospital,,,
Zhaohai Li,1,,https://openalex.org/A5112985512,A5112985512,,Zhaohai Li,"Li, Zhaohai, Zhaohai Li",4,119,21.5,3,2,,,,,1,False,True,False,False,China,,,,,,,True,1,2023,Alibaba Group (China),China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I45928872,China,Alibaba Group (China),,,,,,,,,
Zheng Yuan,1,,https://openalex.org/A5020682113,A5020682113,https://orcid.org/0000-0001-7179-2437,Zheng Yuan,"Yuan Zheng, Yuan Zheng -, Yuan, Zheng, Yuan, Zhihao, Z. Yuan, Zhaoqing Yuan, Zheng Peng Yuan, Zheng Yuan, Zhichao Yuan",86,1402,5.136363636363637,18,22,,,,,14,False,True,True,False,"China, Taiwan, United States, Vietnam",,,,,,,True,4,2026,Jiyang College of Zhejiang A&F University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210141097,Vietnam,Tân Tạo University,,,,,,,https://openalex.org/I4210091958,Vietnam,Hanoi Open University,,,,https://openalex.org/I132586189,China,Zhongyuan University of Technology,https://openalex.org/I132586189,China,Zhongyuan University of Technology,,,,,,,https://openalex.org/I4210146936,United States,Huawei Technologies (United States),https://openalex.org/I4402553993,China,Guangdong Teachers College of Foreign Language and Arts,,,,https://openalex.org/I4210099004,China,Guangdong Academy of Agricultural Sciences,https://openalex.org/I113940042,China,Shanghai University,https://openalex.org/I901624438,Taiwan,Realtek (Taiwan),https://openalex.org/I4210099004,China,Guangdong Academy of Agricultural Sciences,https://openalex.org/I4210099004,China,Guangdong Academy of Agricultural Sciences,https://openalex.org/I4210156221,United States,Allen Institute for Artificial Intelligence,https://openalex.org/I168959743,United States,University of America,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I96908189,China,Xinjiang University,https://openalex.org/I97009856,China,Bohai University,https://openalex.org/I97009856,China,Bohai University,https://openalex.org/I4210126248,China,Jiyang College of Zhejiang A&F University
Zhenru Zhang,4,,https://openalex.org/A5032572801,A5032572801,,Zhenru Zhang,"Cui, Zeyu, Tan, Chuanqi, Wang, Peng, Zhang, Zhenru, Zhenru Zhang",10,229,22.666666666666668,5,4,,,,,2,False,True,True,False,"China, United States",,,,,,,True,2,2024,Sacred Heart Hospital,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I45928872,China,Alibaba Group (China),,,,https://openalex.org/I4210108516,United States,Sacred Heart Hospital,,,,,,
Zhibo Yang,1,,https://openalex.org/A5052757063,A5052757063,https://orcid.org/0000-0002-4637-7175,Zhibo Yang,"Jingze Zhang, Yang, Zhi-Bo, Yang, Zhibo, Zhibo Yang",15,95,7.6,5,3,,,,,3,False,True,True,False,"China, United States",,,,,,,True,2,2025,Xi'an Jiaotong University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I27357992,China,Dalian University of Technology,,,,https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I87445476,China,Xi'an Jiaotong University,,,
Zhifang Guo,1,,https://openalex.org/A5114164809,A5114164809,,Zhifang Guo,"Guo, Zhi-Fang, Guo, Zhifang, Victoria L. Blair, Zhi-Fang Guo, Zhifang Guo",281,555,3.033333333333333,13,15,,,,,4,False,True,False,False,"Australia, China",,,,,,,True,2,2025,Shijiazhuang Tiedao University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I152033890,China,Hainan Normal University,https://openalex.org/I152033890,China,Hainan Normal University,,,,https://openalex.org/I56590836,Australia,Monash University,https://openalex.org/I56590836,Australia,Monash University,https://openalex.org/I56590836,Australia,Monash University,https://openalex.org/I86467917,Australia,James Cook University,https://openalex.org/I86467917,Australia,James Cook University,https://openalex.org/I86467917,Australia,James Cook University,https://openalex.org/I86467917,Australia,James Cook University,https://openalex.org/I86467917,Australia,James Cook University,https://openalex.org/I90090648,China,Shijiazhuang Tiedao University,,,
Zhihao Fan,1,,https://openalex.org/A5078689432,A5078689432,https://orcid.org/0000-0002-9910-7937,Zhihao Fan,"Fan, Zhihao, Li, Taishan, Zhihao FAN, Zhihao Fan",73,703,5.0,15,24,,,,,7,False,True,True,False,"China, United States",,,,,,,True,2,2025,The University of Texas at Austin,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I50760025,China,Hangzhou Dianzi University,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I67636235,China,University of International Relations,https://openalex.org/I24943067,China,Fudan University,https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I24943067,China,Fudan University,https://openalex.org/I926333354,United States,Tetra Tech (United States),https://openalex.org/I45928872,China,Alibaba Group (China),https://openalex.org/I86519309,United States,The University of Texas at Austin,,,
Zhipeng Zhou,1,,https://openalex.org/A5101531952,A5101531952,https://orcid.org/0000-0003-0775-8220,Zhipeng Zhou,"Z J Y Zhou, Z Zhou, Z.J.Y Zhou, Zhi-Peng Zhou, Zhipeng Zhou, Zhou, Zhipeng",55,1057,4.416666666666667,16,19,,,,,6,False,True,True,False,"China, United States",,,,,,,True,2,2026,Fujian Provincial Hospital,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4391767941,China,State Key Laboratory of Cardiovascular Disease,https://openalex.org/I4391767941,China,State Key Laboratory of Cardiovascular Disease,https://openalex.org/I58200834,China,Southern Medical University,https://openalex.org/I4210144653,United States,Cardiovascular Research Foundation,https://openalex.org/I4210161896,China,Fu Wai Hospital,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I4210143087,China,Fujian Provincial Hospital
Zihan Qiu,2,,https://openalex.org/A5083808534,A5083808534,,Zihan Qiu,"Qiu, Zihan, Zhang, Zhenru, Zi-Han Qiu, Zihan Qiu, Zi‐Han Qiu",63,433,5.25,11,11,,,,,5,False,True,True,False,"China, United States",,,,,,,True,2,2025,Xi'an Jiaotong University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210120144,China,Beijing Jingshida Electromechanical Equipment Research Institute,https://openalex.org/I149910238,United States,Kent State University,https://openalex.org/I149910238,United States,Kent State University,https://openalex.org/I4210115239,China,First Affiliated Hospital of Shantou University Medical College,https://openalex.org/I75059550,China,Zhejiang Gongshang University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,,,
