Author,OA_ID,unique_affiliation_count,all_china,some_china,some_usa,all_usa,all_countries,affiliation_display_name_2026,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2025,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2024,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2023,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2022,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2021,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2020,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2019,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2018,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2017,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2016,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2015,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2014,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2013,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2012,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2011,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2010,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2009,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2008,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2007,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2006,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2005,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2004,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2003,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2002,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2001,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2000,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_1999,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1998,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1997,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1996,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1995,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1994,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1993,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1992,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1991,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1990,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1987,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1981,affiliation_id_1981,affiliation_country_1981,affiliation_display_name_1980,affiliation_id_1980,affiliation_country_1980
Jing Zhou,A5107979503,16,False,True,True,False,British Virgin Islands; China; United States,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,China,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,China,University of Missouri,https://openalex.org/I76835614,United States,University of Missouri,https://openalex.org/I76835614,United States,University of Missouri,https://openalex.org/I76835614,United States,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,University of Missouri,https://openalex.org/I76835614,United States,Idaho National Laboratory,https://openalex.org/I2800102766,United States,"China University of Petroleum, East China",https://openalex.org/I4210162190,China,University of Utah,https://openalex.org/I223532165,United States,Nanjing Agricultural University,https://openalex.org/I119454577,China,PetroChina Southwest Oil and Gas Field Company (China),https://openalex.org/I4387156274,China,Tsinghua University,https://openalex.org/I99065089,China,Air Force Medical University,https://openalex.org/I9916479,China,Schlumberger (British Virgin Islands),https://openalex.org/I154100212,British Virgin Islands,,,,"University of California, Berkeley",https://openalex.org/I95457486,United States,Tongji University,https://openalex.org/I116953780,China,University of Pennsylvania,https://openalex.org/I79576946,United States,University of Pennsylvania,https://openalex.org/I79576946,United States,University of Arkansas at Fayetteville,https://openalex.org/I78715868,United States,University of Arkansas at Fayetteville,https://openalex.org/I78715868,United States,,,,,,,,,,,,,,,,,,,George Mason University,https://openalex.org/I162714631,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jingren Zhou,A5057864403,7,False,True,True,False,China; Finland; Japan; United Kingdom; United States,,,,Alibaba Group (China),https://openalex.org/I45928872,China,Alibaba Group (China),https://openalex.org/I45928872,China,Alibaba Group (China),https://openalex.org/I45928872,China,Alibaba Group (China),https://openalex.org/I45928872,China,Alibaba Group (China),https://openalex.org/I45928872,China,Alibaba Group (China),https://openalex.org/I45928872,China,Nagoya University,https://openalex.org/I60134161,Japan,Alibaba Group (China),https://openalex.org/I45928872,China,Alibaba Group (China),https://openalex.org/I45928872,China,,,,,,,Microsoft Research (United Kingdom),https://openalex.org/I4210164937,United Kingdom,Microsoft Research (United Kingdom),https://openalex.org/I4210164937,United Kingdom,Huazhong University of Science and Technology,https://openalex.org/I47720641,China,,,,Microsoft (United States),https://openalex.org/I1290206253,United States,Microsoft (United States),https://openalex.org/I1290206253,United States,Microsoft (Finland),https://openalex.org/I4210105678,Finland,Microsoft Research (United Kingdom),https://openalex.org/I4210164937,United Kingdom,Microsoft (United States),https://openalex.org/I1290206253,United States,Microsoft Research (United Kingdom),https://openalex.org/I4210164937,United Kingdom,Columbia University,https://openalex.org/I78577930,United States,,,,Columbia University,https://openalex.org/I78577930,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jinze Bai,A5063334231,2,True,True,False,False,China,Northwest A&F University,https://openalex.org/I89652312,China,,,,,,,,,,Peking University,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I20231570,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jinzheng He,A5113338567,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun Tang,A5103106936,5,False,True,True,False,China; United Kingdom; United States,,,,Research Center for Eco-Environmental Sciences,https://openalex.org/I4210144289,China,Oldham Council,https://openalex.org/I4210164339,United Kingdom,China University of Geosciences (Beijing),https://openalex.org/I3125743391,China,China University of Geosciences (Beijing),https://openalex.org/I3125743391,China,,,,,,,China University of Geosciences (Beijing),https://openalex.org/I3125743391,China,China University of Geosciences (Beijing),https://openalex.org/I3125743391,China,Memorial Sloan Kettering Cancer Center,https://openalex.org/I1334819555,United States,China University of Geosciences (Beijing),https://openalex.org/I3125743391,China,,,,,,,,,,,,,East China University of Technology,https://openalex.org/I4210119674,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juntang Lin,A5068166551,2,False,True,False,False,China; Germany,,,,Xinxiang Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I80626142,China,,,,Friedrich Schiller University Jena,https://openalex.org/I76198965,Germany,Friedrich Schiller University Jena,https://openalex.org/I76198965,Germany,,,,,,,Xinxiang Medical University,https://openalex.org/I80626142,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junyang Lin,A5100612233,6,False,True,True,False,China; United States,,,,Alibaba Group (China),https://openalex.org/I45928872,China,Alibaba Group (China),https://openalex.org/I45928872,China,Alibaba Group (United States),https://openalex.org/I4210095624,United States,Alibaba Group (United States),https://openalex.org/I4210095624,United States,Alibaba Group (China),https://openalex.org/I45928872,China,Shanghai Micro Electronics Equipment (China),https://openalex.org/I4210162588,China,Tsinghua University,https://openalex.org/I99065089,China,Peking University,https://openalex.org/I20231570,China,,,,,,,,,,,,,,,,,,,,,,,,,Shanghai Institute of Technical Physics,https://openalex.org/I4210135723,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kai Dang,A5014400759,11,False,True,True,False,Australia; China; United States,,,,Westmead Hospital,https://openalex.org/I2803024705,Australia,Sacred Heart Hospital,https://openalex.org/I4210108516,United States,Nankai University,https://openalex.org/I205237279,China,Westmead Hospital,https://openalex.org/I2803024705,Australia,Sichuan Normal University,https://openalex.org/I63354593,China,Northwest University,https://openalex.org/I37802460,China,Northwestern Polytechnical University,https://openalex.org/I17145004,China,Colorado Center for Bone Research,https://openalex.org/I4210147395,United States,Westmead Hospital,https://openalex.org/I2803024705,Australia,Advanced Neural Dynamics (United States),https://openalex.org/I4210152797,United States,Nankai University,https://openalex.org/I205237279,China,Westmead Institute for Medical Research,https://openalex.org/I4210145422,Australia,Nankai University,https://openalex.org/I205237279,China,Nankai University,https://openalex.org/I205237279,China,Northwest University,https://openalex.org/I37802460,China,Wuhan University,https://openalex.org/I37461747,China,,,,Yanshan University,https://openalex.org/I39333907,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keming Lu,A5110849478,5,False,True,True,False,China; United States,,,,Alibaba Group (China),https://openalex.org/I45928872,China,Sacred Heart Hospital,https://openalex.org/I4210108516,United States,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,,,,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Renji Hospital,https://openalex.org/I2800570007,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Houston,https://openalex.org/I44461941,United States,,,,,,,,,,,,,,,,,,,,,,,,
Keqin Bao,A5112721410,1,False,False,True,True,United States,,,,,,,Sacred Heart Hospital,https://openalex.org/I4210108516,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keqin Chen,A5101609559,6,False,True,True,False,China; United States,,,,Northwest A&F University,https://openalex.org/I89652312,China,Arkansas Agricultural Experiment Station,https://openalex.org/I2799886051,United States,Northwest A&F University,https://openalex.org/I89652312,China,Northwest A&F University,https://openalex.org/I89652312,China,Northwest A&F University,https://openalex.org/I89652312,China,Shenyang Agricultural University,https://openalex.org/I135836153,China,Shenyang Agricultural University,https://openalex.org/I135836153,China,Shenyang Agricultural University,https://openalex.org/I135836153,China,Shenyang Agricultural University,https://openalex.org/I135836153,China,,,,,,,Shandong Agricultural University,https://openalex.org/I74485261,China,,,,Shandong Agricultural University,https://openalex.org/I74485261,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,,,,,,,,,,,,,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,,,,California Institute of Technology,https://openalex.org/I122411786,United States,California Institute of Technology,https://openalex.org/I122411786,United States,California Institute of Technology,https://openalex.org/I122411786,United States,,,,,,,,,,,,
Kexin Yang,A5075867408,1,True,True,False,False,China,,,,Southwest Jiaotong University,https://openalex.org/I4800084,China,Southwest Jiaotong University,https://openalex.org/I4800084,China,Southwest Jiaotong University,https://openalex.org/I4800084,China,Southwest Jiaotong University,https://openalex.org/I4800084,China,Southwest Jiaotong University,https://openalex.org/I4800084,China,,,,Southwest Jiaotong University,https://openalex.org/I4800084,China,Southwest Jiaotong University,https://openalex.org/I4800084,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Yu,A5102521102,4,False,True,True,False,China; United States,Shantou University Medical College,https://openalex.org/I4210120522,China,University of South China,https://openalex.org/I91935597,China,Sacred Heart Hospital,https://openalex.org/I4210108516,United States,Nanjing University,https://openalex.org/I881766915,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lin Huan,A5041942277,7,True,True,False,False,China,,,,,,,,,,Fudan University Shanghai Cancer Center,https://openalex.org/I4210093194,China,Fudan University Shanghai Cancer Center,https://openalex.org/I4210093194,China,Fudan University Shanghai Cancer Center,https://openalex.org/I4210093194,China,Fourth Affiliated Hospital of Guangxi Medical University,https://openalex.org/I4210134448,China,Tumor Hospital of Guangxi Medical University,https://openalex.org/I4210155683,China,Fudan University Shanghai Cancer Center,https://openalex.org/I4210093194,China,Guangxi Medical University,https://openalex.org/I160354086,China,Fudan University Shanghai Cancer Center,https://openalex.org/I4210093194,China,State Key Laboratory of Oncogene and Related Genes,https://openalex.org/I4210138900,China,State Key Laboratory of Oncogene and Related Genes,https://openalex.org/I4210138900,China,Nanjing Normal University,https://openalex.org/I152031979,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zhaotong University,https://openalex.org/I4210086486,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linyu Deng,A5029086379,6,False,True,False,False,China; United Kingdom,,,,Wuhan Institute of Technology,https://openalex.org/I91125648,China,Oldham Council,https://openalex.org/I4210164339,United Kingdom,Oldham Council,https://openalex.org/I4210164339,United Kingdom,,,,Xi'an University of Architecture and Technology,https://openalex.org/I148099405,China,Xianyang Research and Design Institute of Ceramics (China),https://openalex.org/I4210153162,China,Xi'an University of Architecture and Technology,https://openalex.org/I148099405,China,Harbin Institute of Technology,https://openalex.org/I204983213,China,,,,,,,Biogas Institute of Ministry of Agriculture,https://openalex.org/I4210134666,China,Xi'an University of Architecture and Technology,https://openalex.org/I148099405,China,,,,,,,Biogas Institute of Ministry of Agriculture,https://openalex.org/I4210134666,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luo Ji,A5107942598,1,True,True,False,False,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China West Normal University,https://openalex.org/I16351329,China,,,,China West Normal University,https://openalex.org/I16351329,China,China West Normal University,https://openalex.org/I16351329,China,,,,,,,,,,China West Normal University,https://openalex.org/I16351329,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mei Li,A5100331933,12,True,True,False,False,China,,,,Sun Yat-sen University Cancer Center,https://openalex.org/I4210146711,China,,,,Sichuan University,https://openalex.org/I24185976,China,Nankai University,https://openalex.org/I205237279,China,State Key Laboratory of Oncology in South China,https://openalex.org/I4391768007,China,National University of Defense Technology,https://openalex.org/I170215575,China,Tianjin Normal University,https://openalex.org/I15062923,China,Lenovo (China),https://openalex.org/I4210156165,China,Beihang University,https://openalex.org/I82880672,China,Hebei University of Science and Technology,https://openalex.org/I34155123,China,Hebei University of Science and Technology,https://openalex.org/I34155123,China,,,,Hebei University of Science and Technology,https://openalex.org/I34155123,China,,,,,,,Anhui University,https://openalex.org/I143868143,China,,,,Northwestern Polytechnical University,https://openalex.org/I17145004,China,Hebei University,https://openalex.org/I43337087,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mingfeng Xue,A5004278931,2,False,False,True,True,United States,,,,,,,Sacred Heart Hospital,https://openalex.org/I4210108516,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mingkun Yang,A5062346032,9,False,True,True,False,China; Taiwan; United States,,,,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,China Southern Power Grid (China),https://openalex.org/I74872605,China,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,Huazhong University of Science and Technology,https://openalex.org/I47720641,China,Henan Polytechnic University,https://openalex.org/I4210166499,China,Beijing University of Chemical Technology,https://openalex.org/I75390827,China,Beijing University of Chemical Technology,https://openalex.org/I75390827,China,Beijing University of Chemical Technology,https://openalex.org/I75390827,China,China Southern Power Grid (China),https://openalex.org/I74872605,China,Institute of Hydrobiology,https://openalex.org/I4210089584,China,Institute of Hydrobiology,https://openalex.org/I4210089584,China,Center for Systems Biology,https://openalex.org/I4210155419,United States,Institute of Hydrobiology,https://openalex.org/I4210089584,China,Wan Fang Hospital,https://openalex.org/I4210142271,Taiwan,Institute of Hydrobiology,https://openalex.org/I4210089584,China,,,,State Key Laboratory of Information Security,https://openalex.org/I4391768012,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mingze Li,A5100622001,6,False,True,False,False,Canada; China; Hong Kong,,,,McGill University,https://openalex.org/I5023651,Canada,McGill University,https://openalex.org/I5023651,Canada,McGill University,https://openalex.org/I5023651,Canada,Northeast Forestry University,https://openalex.org/I47689461,China,Northeast Forestry University,https://openalex.org/I47689461,China,Northeast Forestry University,https://openalex.org/I47689461,China,Northeast Forestry University,https://openalex.org/I47689461,China,Northeast Forestry University,https://openalex.org/I47689461,China,Northeast Forestry University,https://openalex.org/I47689461,China,Shenyang Normal University,https://openalex.org/I32399674,China,Hong Kong Polytechnic University,https://openalex.org/I14243506,Hong Kong,,,,Dalian Maritime University,https://openalex.org/I43313876,China,Northeast Forestry University,https://openalex.org/I47689461,China,Northeast Forestry University,https://openalex.org/I47689461,China,Northeast Forestry University,https://openalex.org/I47689461,China,Tsinghua University,https://openalex.org/I99065089,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hong Kong Polytechnic University,https://openalex.org/I14243506,Hong Kong,Hong Kong Polytechnic University,https://openalex.org/I14243506,Hong Kong,,,,,,,,,,,,,,,,,,,,,,Northeast Forestry University,https://openalex.org/I47689461,China,,,,,,
Na Ni,A5103193657,1,True,True,False,False,China,,,,,,,Shenyang Agricultural University,https://openalex.org/I135836153,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pei Zhang,A5112320629,7,False,True,False,False,China; Peru,,,,,,,Peking University Third Hospital,https://openalex.org/I4210141942,China,,,,,,,Hunan University,https://openalex.org/I16609230,China,,,,,,,,,,,,,Xidian University,https://openalex.org/I149594827,China,Inner Mongolia University of Technology,https://openalex.org/I55654194,China,,,,Ordnance Engineering College,https://openalex.org/I4210122191,China,National Institute of Quality,https://openalex.org/I4210141265,Peru,"China University of Petroleum, East China",https://openalex.org/I4210162190,China,"China University of Petroleum, East China",https://openalex.org/I4210162190,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peng Wang,A5100396049,8,True,True,False,False,China,,,,Shanghai Maritime University,https://openalex.org/I96733725,China,Shanghai Maritime University,https://openalex.org/I96733725,China,Tsinghua University,https://openalex.org/I99065089,China,Renmin University of China,https://openalex.org/I78988378,China,Southeast University,https://openalex.org/I76569877,China,PLA Army Engineering University,https://openalex.org/I4210163363,China,PLA Army Engineering University,https://openalex.org/I4210163363,China,PLA Army Engineering University,https://openalex.org/I4210163363,China,PLA Army Engineering University,https://openalex.org/I4210163363,China,PLA Army Engineering University,https://openalex.org/I4210163363,China,Shandong Institute of Automation,https://openalex.org/I4210094879,China,Southeast University,https://openalex.org/I76569877,China,PLA Army Engineering University,https://openalex.org/I4210163363,China,,,,,,,Chengdu University of Information Technology,https://openalex.org/I24201400,China,,,,Harbin University,https://openalex.org/I1308199089,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pengfei Wang,A5100399575,8,False,True,True,False,China; Japan; United States,Hebei General Hospital,https://openalex.org/I4210110525,China,Air Force Medical University,https://openalex.org/I9916479,China,Air Force Medical University,https://openalex.org/I9916479,China,Guangzhou Medical University,https://openalex.org/I92039509,China,Guangzhou Medical University,https://openalex.org/I92039509,China,Guangzhou Medical University,https://openalex.org/I92039509,China,Guangzhou Medical University,https://openalex.org/I92039509,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,,,,Cancer Genetics (United States),https://openalex.org/I4210145812,United States,Air Force Medical University,https://openalex.org/I9916479,China,,,,,,,University of Wisconsin–Madison,https://openalex.org/I135310074,United States,National Institute of Advanced Industrial Science and Technology,https://openalex.org/I73613424,Japan,,,,,,,,,,Chongqing University,https://openalex.org/I158842170,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qin Zhu,A5101937362,5,False,True,True,False,China; The Netherlands; United States,,,,Southern Marine Science and Engineering Guangdong Laboratory (Guangzhou),https://openalex.org/I4210106122,China,Sacred Heart Hospital,https://openalex.org/I4210108516,United States,Southern Marine Science and Engineering Guangdong Laboratory (Guangzhou),https://openalex.org/I4210106122,China,Southern Marine Science and Engineering Guangdong Laboratory (Guangzhou),https://openalex.org/I4210106122,China,Southern Marine Science and Engineering Guangdong Laboratory (Guangzhou),https://openalex.org/I4210106122,China,,,,Delft University of Technology,https://openalex.org/I98358874,The Netherlands,East China Normal University,https://openalex.org/I66867065,China,Delft University of Technology,https://openalex.org/I98358874,The Netherlands,Delft University of Technology,https://openalex.org/I98358874,The Netherlands,Delft University of Technology,https://openalex.org/I98358874,The Netherlands,East China Normal University,https://openalex.org/I66867065,China,Delft University of Technology,https://openalex.org/I98358874,The Netherlands,,,,East China Normal University,https://openalex.org/I66867065,China,,,,,,,,,,,,,Yellow River Institute of Hydraulic Research,https://openalex.org/I4210158179,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen,A5115572560,1,False,False,True,True,United States,,,,,,,Sacred Heart Hospital,https://openalex.org/I4210108516,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ru Peng,A5113250941,1,True,True,False,False,China,,,,,,,Zhejiang University,https://openalex.org/I76130692,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rui Men,A5004626105,6,True,True,False,False,China,,,,Shenyang Jianzhu University,https://openalex.org/I83714178,China,Shenyang Jianzhu University,https://openalex.org/I83714178,China,Xi'an University of Technology,https://openalex.org/I4210131919,China,,,,Alibaba Group (China),https://openalex.org/I45928872,China,Longdong University,https://openalex.org/I3132882781,China,Institute of Software,https://openalex.org/I4210128818,China,,,,,,,Institute of Software,https://openalex.org/I4210128818,China,,,,,,,,,,,,,,,,,,,Tianjin University,https://openalex.org/I162868743,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruize Gao,A5087464603,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runji Lin,A5003991609,4,True,True,False,False,China,,,,Alibaba Group (China),https://openalex.org/I45928872,China,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,Chinese Academy of Sciences,https://openalex.org/I19820366,China,,,,Sichuan University,https://openalex.org/I24185976,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shengguang Wu,A5072904443,5,False,True,True,False,China; United States,,,,Stanford University,https://openalex.org/I97018004,United States,Peking University,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I20231570,China,Guizhou University,https://openalex.org/I178232147,China,,,,Lifan (China),https://openalex.org/I4210148359,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Googol Technology (China),https://openalex.org/I4210162715,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shijie Wang,A5100762074,19,False,True,False,False,Belgium; China; Singapore; Taiwan; Venezuela,,,,National Cheng Kung University,https://openalex.org/I91807558,Taiwan,Nanjing University,https://openalex.org/I881766915,China,Xinjiang University,https://openalex.org/I96908189,China,Xinjiang University,https://openalex.org/I96908189,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Zhejiang University,https://openalex.org/I76130692,China,Huanghe Science and Technology College,https://openalex.org/I92092256,China,Shandong Academy of Sciences,https://openalex.org/I4210142748,China,KU Leuven,https://openalex.org/I99464096,Belgium,"China National Heavy Machinery Research Institute Co., Ltd.",https://openalex.org/I4391768164,China,Hebei University,https://openalex.org/I43337087,China,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,China,Southeast University,https://openalex.org/I76569877,China,Shenyang University of Chemical Technology,https://openalex.org/I48780066,China,Shenyang University of Chemical Technology,https://openalex.org/I48780066,China,University of Science and Technology Beijing,https://openalex.org/I92403157,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Institute of Materials Research and Engineering,https://openalex.org/I4210123095,Singapore,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Hebei University,https://openalex.org/I43337087,China,Colección Ornitológica Phelps,https://openalex.org/I4210157650,Venezuela,Institute of Materials Research and Engineering,https://openalex.org/I4210123095,Singapore,Colección Ornitológica Phelps,https://openalex.org/I4210157650,Venezuela,Institute of Geochemistry,https://openalex.org/I4210135735,China,Henan University,https://openalex.org/I173899330,China,,,,,,,,,,Institute of Geochemistry,https://openalex.org/I4210135735,China,,,,,,,,,,,,,China Center of Advanced Science and Technology,https://openalex.org/I51296178,China,,,,,,,,,,,,
