Author,No. Papers,Notes,OA_Profile,OA_ID,Papers
Tao Xin,1,,https://openalex.org/A5122379892,A5122379892,6
Tao Xu,1,,https://openalex.org/A5101892970,A5101892970,2
Tao Zheng,1,,https://openalex.org/A5101599873,A5101599873,2
Tarun Gogineni,2,,https://openalex.org/A5114628450,A5114628450,"2, 6"
Taya Christianson,2,,https://openalex.org/A5114628451,A5114628451,"2, 6"
Tejal Patwardhan,4,,https://openalex.org/A5109819212,A5109819212,"2, 3, 5, 6"
Thibault Sottiaux,1,,https://openalex.org/A5004842385,A5004842385,3
Thomas Cunninghman,1,,https://openalex.org/A5114628452,A5114628452,2
Thomas Degry,3,,https://openalex.org/A5114628453,A5114628453,"2, 3, 6"
Thomas Dimson,2,,https://openalex.org/A5114628454,A5114628454,"2, 3"
Thomas Raoux,1,,https://openalex.org/A5114628455,A5114628455,2
Thomas Shadwell,2,,https://openalex.org/A5114628456,A5114628456,"2, 6"
Tianfu Fu,1,,https://openalex.org/A5122351240,A5122351240,6
Tianhao Zheng,1,,https://openalex.org/A5080335497,A5080335497,3
Tianshi Gao,1,,https://openalex.org/A5040638685,A5040638685,6
Timur Garipov,2,,https://openalex.org/A5103122550,A5103122550,"3, 6"
Tina Sriskandarajah,1,,https://openalex.org/A5122313520,A5122313520,6
Todd J. Underwood,1,,https://openalex.org/A5015337753,A5015337753,2
Todor Markov,1,,https://openalex.org/A5081692949,A5081692949,2
Toki Sherbakov,2,,https://openalex.org/A5029781628,A5029781628,"2, 6"
Tom P. Gordon,1,,https://openalex.org/A5069522474,A5069522474,3
Tom Rubin,1,,https://openalex.org/A5111075262,A5111075262,2
Tom Stasi,2,,https://openalex.org/A5114628458,A5114628458,"2, 3"
Tomer Kaftan,2,,https://openalex.org/A5114628459,A5114628459,"2, 6"
Tomo Hiratsuka,1,,https://openalex.org/A5122372894,A5122372894,6
Tongzhou Wang,1,,https://openalex.org/A5122359635,A5122359635,6
Tony Song,1,,https://openalex.org/A5122364271,A5122364271,6
Tony Z. Zhao,1,,https://openalex.org/A5041306134,A5041306134,6
Trapit Bansal,1,,https://openalex.org/A5084271903,A5084271903,3
Trevor Creech,1,,https://openalex.org/A5115637744,A5115637744,3
Tristan Heywood,1,,https://openalex.org/A5114628460,A5114628460,2
Troy Peterson,1,,https://openalex.org/A5122326169,A5122326169,6
Tyce Walters,1,,https://openalex.org/A5114628461,A5114628461,2
Tyna Eloundou,2,,https://openalex.org/A5065917408,A5065917408,"2, 3"
V. Moeller,1,,https://openalex.org/A5107855184,A5107855184,2
V. Monaco,2,,https://openalex.org/A5100638070,A5100638070,"2, 3"
Val Kharitonov,1,,https://openalex.org/A5122394734,A5122394734,6
Valerie Qi,2,,https://openalex.org/A5114628463,A5114628463,"2, 3"
Velde Ter,1,,https://openalex.org/A5116412299,A5116412299,6
Venus Kuo,2,,https://openalex.org/A5003686846,A5003686846,"2, 6"
Vineet Kosaraju,3,,https://openalex.org/A5065338363,A5065338363,"3, 4, 6"
Vitchyr H. Pong,1,,https://openalex.org/A5001658549,A5001658549,6
Vitchyr Pong,1,,https://openalex.org/A5115637745,A5115637745,3
Vivek Verma,1,,https://openalex.org/A5122364571,A5122364571,6
Vlad Fomenko,2,,https://openalex.org/A5114628464,A5114628464,"2, 3"
Vlad S. Petrov,1,,https://openalex.org/A5072636363,A5072636363,6
Wanning Jiang,1,,https://openalex.org/A5122371087,A5122371087,6
Wayne Chang,1,,https://openalex.org/A5103509333,A5103509333,2
Weixing Zhang,1,,https://openalex.org/A5122321749,A5122321749,6
Weiyi Zheng,2,,https://openalex.org/A5080138101,A5080138101,"2, 3"
Wenda Zhou,3,,https://openalex.org/A5046898877,A5046898877,"3, 4, 6"
Wenlei Xie,1,,https://openalex.org/A5058769694,A5058769694,6
Wenting Zhan,1,,https://openalex.org/A5122311631,A5122311631,6
Wen‐Da Zhou,1,,https://openalex.org/A5032187945,A5032187945,2
Wes McCabe,2,,https://openalex.org/A5115637746,A5115637746,"3, 6"
Wesam Manassra,1,,https://openalex.org/A5114628465,A5114628465,2
Will DePue,1,,https://openalex.org/A5122391442,A5122391442,6
Will Ellsworth,1,,https://openalex.org/A5113234628,A5113234628,6
William Sheu,1,,https://openalex.org/A5039826825,A5039826825,2
Wojciech Zaremba,2,,https://openalex.org/A5076651586,A5076651586,"2, 3"
Wulfie Bain,1,,https://openalex.org/A5078486567,A5078486567,6
Wyatt Thompson,1,,https://openalex.org/A5122355364,A5122355364,6
Xia,1,,https://openalex.org/A5122356350,A5122356350,6
Xiangning Chen,1,,https://openalex.org/A5120934893,A5120934893,6
Xiangyu Qi,1,,https://openalex.org/A5064279600,A5064279600,6
Xiatian Zhang,1,,https://openalex.org/A5082275076,A5082275076,6
Xin Xiang,1,,https://openalex.org/A5122399524,A5122399524,6
Xinwei Shi,1,,https://openalex.org/A5063276308,A5063276308,6
Y.-M. Cha,1,,https://openalex.org/A5080528408,A5080528408,3
Y.-T. Chen,1,,https://openalex.org/A5012306172,A5012306172,6
Yabin Dai,1,,https://openalex.org/A5113628449,A5113628449,2
Yang Bi,1,,https://openalex.org/A5103245055,A5103245055,6
Yangfan He,1,,https://openalex.org/A5100642695,A5100642695,3
Yann Dubois,2,,https://openalex.org/A5032176444,A5032176444,"3, 6"
Yaodong Yu,1,,https://openalex.org/A5101008730,A5101008730,6
Yara Khakbaz,1,,https://openalex.org/A5122315274,A5122315274,6
Yash Patil,1,,https://openalex.org/A5037644608,A5037644608,2
Yi Chen,1,,https://openalex.org/A5002783173,A5002783173,2
Yifan Wu,1,,https://openalex.org/A5122382141,A5122382141,6
Yilei Qian,2,,https://openalex.org/A5009179509,A5009179509,"2, 6"
Yin Tat Lee,1,,https://openalex.org/A5122359513,A5122359513,6
Yinghai Lu,1,,https://openalex.org/A5027861933,A5027861933,3
Yining Chen,1,,https://openalex.org/A5101853231,A5101853231,3
Yizhen Zhang,1,,https://openalex.org/A5122377546,A5122377546,6
Yizhong Xiong,1,,https://openalex.org/A5122394597,A5122394597,6
Yongjik Kim,1,,https://openalex.org/A5054973256,A5054973256,2
Yonglong Tian,1,,https://openalex.org/A5122399877,A5122399877,6
Youlong Cheng,1,,https://openalex.org/A5011104452,A5011104452,2
Young Cha,1,,https://openalex.org/A5122335673,A5122335673,6
Yu Bai,2,,https://openalex.org/A5055173818,A5055173818,"3, 6"
Yu Chul Yang,1,,https://openalex.org/A5122329982,A5122329982,6
Yu Zhang,1,,https://openalex.org/A5036488225,A5036488225,2
Yu. F. Malkov,1,,https://openalex.org/A5068587266,A5068587266,2
Yuan Yuan,1,,https://openalex.org/A5122393887,A5122393887,6
Yuanzhi Li,1,,https://openalex.org/A5101879892,A5101879892,6
Yuchen He,1,,https://openalex.org/A5100642692,A5100642692,2
Yuchen Zhang,2,,https://openalex.org/A5100424299,A5100424299,"2, 3"
Yufeng Zhang,1,,https://openalex.org/A5122401386,A5122401386,6
Yuguang Yang,1,,https://openalex.org/A5122311921,A5122311921,6
Yujia Jin,2,,https://openalex.org/A5009428119,A5009428119,"2, 6"
Yun Jiang,1,,https://openalex.org/A5122370032,A5122370032,6
Yunyun Wang,1,,https://openalex.org/A5122392880,A5122392880,6
Yushi Wang,1,,https://openalex.org/A5101759602,A5101759602,6
Zach Stubenvoll,1,,https://openalex.org/A5122398318,A5122398318,6
Zehao Dou,1,,https://openalex.org/A5020541874,A5020541874,6
Zheng Wu,1,,https://openalex.org/A5101486931,A5101486931,6
Zhigang Wang,1,,https://openalex.org/A5122339222,A5122339222,6
o contributors,1,,https://openalex.org/A5116248257,A5116248257,4
Łukasz Kaiser,3,,https://openalex.org/A5031789995,A5031789995,"2, 3, 4"
А. S. Mishchenko,2,,https://openalex.org/A5055847843,A5055847843,"2, 3"
А. В. Иванов,1,,https://openalex.org/A5101801374,A5101801374,6
