Author,No. Papers,Notes,OA_Profile,OA_ID,Papers
Anushree Agrawal,1,,https://openalex.org/A5122387124,A5122387124,6
Arti Dhar,1,,https://openalex.org/A5016868651,A5016868651,2
Arun K. Nayak,1,,https://openalex.org/A5113207082,A5113207082,2
Arun Vijayvergiya,1,,https://openalex.org/A5122309150,A5122309150,6
Ashley Pantuliano,1,,https://openalex.org/A5114628470,A5114628470,2
Ashley Tyra,1,,https://openalex.org/A5122326083,A5122326083,6
Ashvin Nair,2,,https://openalex.org/A5021472921,A5021472921,"3, 6"
Aurojit Panda,1,,https://openalex.org/A5073895064,A5073895064,6
Avi Nayak,1,,https://openalex.org/A5122397737,A5122397737,6
Avital Oliver,1,,https://openalex.org/A5072920795,A5072920795,2
B. Quinn,1,,https://openalex.org/A5107843815,A5107843815,2
Barret Zoph,2,,https://openalex.org/A5026064427,A5026064427,"2, 3"
Behrooz Ghorbani,2,,https://openalex.org/A5051865121,A5051865121,"2, 3"
Ben Eggers,1,,https://openalex.org/A5122321798,A5122321798,6
Ben Leimberger,1,,https://openalex.org/A5114628471,A5114628471,2
Ben Rossen,2,,https://openalex.org/A5114628472,A5114628472,"2, 3"
Ben Sokolowsky,1,,https://openalex.org/A5114628473,A5114628473,2
Ben Wang,1,,https://openalex.org/A5115595469,A5115595469,2
Benjamin N. Hoover,1,,https://openalex.org/A5110973598,A5110973598,2
Benjamin Sokolowsky,1,,https://openalex.org/A5115637749,A5115637749,3
Benjamin Zweig,1,,https://openalex.org/A5114628474,A5114628474,2
Bessie Ji,1,,https://openalex.org/A5122391934,A5122391934,6
Beth Hoover,1,,https://openalex.org/A5122322397,A5122322397,6
Bill Chen,1,,https://openalex.org/A5122331807,A5122331807,6
Blair Chen,1,,https://openalex.org/A5122332942,A5122332942,6
Blake Samic,1,,https://openalex.org/A5114628476,A5114628476,2
Boaz Barak,2,,https://openalex.org/A5102710346,A5102710346,"3, 6"
Bob McGrew,2,,https://openalex.org/A5026829243,A5026829243,"2, 3"
Bobby Spero,1,,https://openalex.org/A5114628477,A5114628477,2
Bogo Giertler,1,,https://openalex.org/A5114628478,A5114628478,2
Borys Minaev,1,,https://openalex.org/A5116248258,A5116248258,4
Borys Minaiev,2,,https://openalex.org/A5115637750,A5115637750,"3, 6"
Botao Hao,2,,https://openalex.org/A5065620027,A5065620027,"3, 6"
Bowen Baker,2,,https://openalex.org/A5048522044,A5048522044,"3, 6"
Bowen Cheng,1,,https://openalex.org/A5035737868,A5035737868,2
Brad Lightcap,2,,https://openalex.org/A5114628479,A5114628479,"2, 6"
Brandon Houghton,1,,https://openalex.org/A5091596210,A5091596210,3
Brandon McKinzie,2,,https://openalex.org/A5047462684,A5047462684,"3, 6"
Brandon Walkin,1,,https://openalex.org/A5114628480,A5114628480,2
Brandon Wang,1,,https://openalex.org/A5122371938,A5122371938,6
Brendan Quinn,1,,https://openalex.org/A5122365103,A5122365103,6
Brian Fioca,1,,https://openalex.org/A5122348781,A5122348781,6
Brian Guarraci,1,,https://openalex.org/A5114628481,A5114628481,2
Brian Hsu,2,,https://openalex.org/A5004290985,A5004290985,"2, 6"
Brian Yu,1,,https://openalex.org/A5121362839,A5121362839,6
Brian Zhang,1,,https://openalex.org/A5122393861,A5122393861,6
Bright Kellogg,1,,https://openalex.org/A5114628482,A5114628482,2
Brittany Brenner,1,,https://openalex.org/A5122366899,A5122366899,6
Brydon Eastman,2,,https://openalex.org/A5114628483,A5114628483,"2, 3"
C. Fischer,2,,https://openalex.org/A5107861359,A5107861359,"2, 3"
C. Jarvis,1,,https://openalex.org/A5113488584,A5113488584,2
C.Y. Chan,1,,https://openalex.org/A5080067370,A5080067370,3
CJ Minott-Henriques,1,,https://openalex.org/A5122374972,A5122374972,6
Callie Riggins Zetino,1,,https://openalex.org/A5122321802,A5122321802,6
Cameron Raymond,1,,https://openalex.org/A5069293904,A5069293904,6
Camillo Lugaresi,3,,https://openalex.org/A5089918758,A5089918758,"2, 3, 6"
Carolina Paz,1,,https://openalex.org/A5122321570,A5122321570,6
Carroll L. Wainwright,1,,https://openalex.org/A5022076965,A5022076965,2
Cary Bassin,2,,https://openalex.org/A5114628484,A5114628484,"2, 3"
Cary Hudson,1,,https://openalex.org/A5122330806,A5122330806,6
Casey Chu,1,,https://openalex.org/A5112527526,A5112527526,2
Catherine Beaumont,1,,https://openalex.org/A5101472736,A5101472736,2
Cedric Deslandes Whitney,1,,https://openalex.org/A5061051067,A5061051067,6
Chak Li,3,,https://openalex.org/A5085098465,A5085098465,"2, 3, 6"
Chan Jun Shern,1,,https://openalex.org/A5114628485,A5114628485,2
Chang Lu,1,,https://openalex.org/A5100702058,A5100702058,2
Changhwan Choi,1,,https://openalex.org/A5102774114,A5102774114,2
Channing Conger,1,,https://openalex.org/A5114628486,A5114628486,2
Charles Chen,1,,https://openalex.org/A5122360356,A5122360356,6
Charles J. Hudson,2,,https://openalex.org/A5000380993,A5000380993,"2, 3"
Charles de Bourcy,1,,https://openalex.org/A5115637751,A5115637751,3
Charlotte Barette,1,,https://openalex.org/A5114628487,A5114628487,2
Charlotte Cole,1,,https://openalex.org/A5122387099,A5122387099,6
Chelsea Voss,3,,https://openalex.org/A5051743369,A5051743369,"2, 3, 6"
Chen Ding,2,,https://openalex.org/A5050227516,A5050227516,"2, 6"
Chen Shen,2,,https://openalex.org/A5053696942,A5053696942,"3, 6"
Chengdu Huang,1,,https://openalex.org/A5122379520,A5122379520,6
Chengxi Liu,1,,https://openalex.org/A5064950120,A5064950120,3
Chong Zhang,2,,https://openalex.org/A5100393893,A5100393893,"2, 3"
Chris Colby,1,,https://openalex.org/A5122371170,A5122371170,6
Chris Hallacy,2,,https://openalex.org/A5007406730,A5007406730,"2, 6"
Chris Koch,1,,https://openalex.org/A5122396915,A5122396915,6
Chris Orsinger,1,,https://openalex.org/A5115637752,A5115637752,3
Chris Xiaoxuan Lu,1,,https://openalex.org/A5030505775,A5030505775,6
Christina Kaplan,1,,https://openalex.org/A5122316241,A5122316241,6
Christina Kim,2,,https://openalex.org/A5075972279,A5075972279,"2, 6"
Christine McLeavey,1,,https://openalex.org/A5042623426,A5042623426,2
Christopher B. Jones,1,,,,1
Christopher Hesse,2,,https://openalex.org/A5002922045,A5002922045,"2, 3"
Christopher Koch,2,,https://openalex.org/A5067327500,A5067327500,"2, 3"
Christopher R. Gibson,1,,https://openalex.org/A5090779784,A5090779784,2
Clemens Winter,1,,https://openalex.org/A5021820521,A5021820521,2
Cliff Frey,1,,https://openalex.org/A5012663906,A5012663906,6
Cody Yu,1,,https://openalex.org/A5122367226,A5122367226,6
Coley Czarnecki,2,,https://openalex.org/A5114628489,A5114628489,"2, 6"
Colin Reid,1,,https://openalex.org/A5122334894,A5122334894,6
Colin Wei,2,,https://openalex.org/A5113907654,A5113907654,"2, 6"
Constantin Koumouzelis,1,,https://openalex.org/A5114628352,A5114628352,2
Cory Decareaux,1,,https://openalex.org/A5122307559,A5122307559,6
Craig E. Nelson,1,,https://openalex.org/A5104275469,A5104275469,2
Cristina Scheau,1,,https://openalex.org/A5061931554,A5061931554,6
Cyril Zhang,1,,https://openalex.org/A5122355753,A5122355753,6
Cyrus Forbes,1,,https://openalex.org/A5122303358,A5122303358,6
D. P. Jin,1,,https://openalex.org/A5112325478,A5112325478,2
D. Torres Valladares,1,,https://openalex.org/A5004232009,A5004232009,2
DJ Strouse,1,,https://openalex.org/A5089226694,A5089226694,6
Da Tang,1,,https://openalex.org/A5122343842,A5122343842,6
Dakota Goldberg,1,,https://openalex.org/A5122309625,A5122309625,6
Dan Roberts,2,,https://openalex.org/A5109916476,A5109916476,"3, 6"
Dana Palmie,1,,https://openalex.org/A5122344843,A5122344843,6
Dane Sherburn,1,,https://openalex.org/A5098316662,A5098316662,2
Daniel Kappler,3,,https://openalex.org/A5114628353,A5114628353,"2, 3, 6"
Daniel Levin,1,,https://openalex.org/A5105840514,A5105840514,2
Daniel Levy,1,,https://openalex.org/A5074117194,A5074117194,2
Daniel Lévy,1,,https://openalex.org/A5086319422,A5086319422,3
Daniel Selsam,2,,https://openalex.org/A5115637753,A5115637753,"3, 4"
Daniel Wright,1,,https://openalex.org/A5122329562,A5122329562,6
Dave Leo,1,,https://openalex.org/A5122340082,A5122340082,6
David A. Robinson,1,,https://openalex.org/A5122361896,A5122361896,6
David Carr,1,,https://openalex.org/A5070469242,A5070469242,2
David Chuan-En Lin,1,,https://openalex.org/A5000156461,A5000156461,6
David Dohan,2,,https://openalex.org/A5069446643,A5069446643,"3, 4"
David Farhi,2,,https://openalex.org/A5059240947,A5059240947,"2, 3"
David Li,1,,,,5
David M. Findlay,1,,https://openalex.org/A5065929346,A5065929346,2
David Mely,2,,https://openalex.org/A5114628354,A5114628354,"2, 3"
David Robinson,2,,https://openalex.org/A5016032813,A5016032813,"2, 3"
Declan Grabb,1,,https://openalex.org/A5122316317,A5122316317,6
Denise Sasaki,1,,https://openalex.org/A5029510151,A5029510151,2
Derek Chen,1,,https://openalex.org/A5122320586,A5122320586,6
Derek Lim,1,,https://openalex.org/A5122347811,A5122347811,6
Derek Salama,1,,https://openalex.org/A5122331094,A5122331094,6
Dibya Bhattacharjee,1,,https://openalex.org/A5122392760,A5122392760,6
Dimitris Tsipras,3,,https://openalex.org/A5031570233,A5031570233,"2, 3, 6"
Dinghua Li,1,,https://openalex.org/A5122390910,A5122390910,6
Dingli Yu,1,,https://openalex.org/A5034102301,A5034102301,6
Doug Li,2,,https://openalex.org/A5077372702,A5077372702,"2, 3"
Dragos Oprica,1,,https://openalex.org/A5115637754,A5115637754,3
Drew Williams,1,,https://openalex.org/A5122340032,A5122340032,6
Duc Nguyen,1,,https://openalex.org/A5049849111,A5049849111,2
Dylan Hunn,1,,https://openalex.org/A5122324380,A5122324380,6
E. Matthew Ritter,1,,https://openalex.org/A5064802558,A5064802558,3
Ed Bayes,1,,https://openalex.org/A5122356974,A5122356974,6
Eddie Zhang,1,,https://openalex.org/A5055616549,A5055616549,3
Edede Oiwoh,1,,https://openalex.org/A5114628355,A5114628355,2
Edmund Wong,2,,https://openalex.org/A5111946963,A5111946963,"2, 3"
Edwin Arbus,1,,https://openalex.org/A5122338589,A5122338589,6
Ehsan Asdar,1,,https://openalex.org/A5114628356,A5114628356,2
Ekin Akyürek,1,,https://openalex.org/A5071734030,A5071734030,6
Elaine Ya Le,1,,https://openalex.org/A5101705800,A5101705800,6
Elana Widmann,1,,https://openalex.org/A5122387039,A5122387039,6
Eli Sadovnik,1,,https://openalex.org/A5017123467,A5017123467,6
Eli Yani,1,,https://openalex.org/A5122333336,A5122333336,6
Elizabeth Proehl,4,,https://openalex.org/A5114628357,A5114628357,"2, 3, 5, 6"
Elizabeth Yang,1,,https://openalex.org/A5113642879,A5113642879,2
Elmer E. Kramer,1,,https://openalex.org/A5113450148,A5113450148,2
Enis Sert,1,,https://openalex.org/A5086830013,A5086830013,6
Enoch Cheung,1,,https://openalex.org/A5122363074,A5122363074,6
Eri Schwartz,1,,https://openalex.org/A5122311771,A5122311771,6
Eric Antonow,1,,https://openalex.org/A5114628358,A5114628358,2
Eric Freeman,1,,https://openalex.org/A5089233458,A5089233458,3
Eric Han,1,,https://openalex.org/A5122397774,A5122397774,6
Eric J. Sigler,1,,https://openalex.org/A5016619179,A5016619179,2
Eric Jiang,1,,https://openalex.org/A5112695336,A5112695336,6
Eric Mitchell,2,,https://openalex.org/A5113438252,A5113438252,"3, 6"
Eric Peterson,1,,https://openalex.org/A5069804277,A5069804277,2
Eric Sigler,1,,https://openalex.org/A5122339219,A5122339219,6
Eric Wallace,3,,https://openalex.org/A5110564361,A5110564361,"2, 3, 6"
Erik Ritter,1,,https://openalex.org/A5122304590,A5122304590,6
Erin Kavanaugh,1,,https://openalex.org/A5122306194,A5122306194,6
Eugene Brevdo,1,,https://openalex.org/A5047736127,A5047736127,2
Eugene Cheung,1,,https://openalex.org/A5022320982,A5022320982,3
Evan Mays,3,,https://openalex.org/A5114245168,A5114245168,"2, 3, 6"
Evgenii Nikishin,1,,https://openalex.org/A5039961228,A5039961228,6
F.H. Zhang,1,,https://openalex.org/A5086888039,A5086888039,2
Fan Wang,1,,https://openalex.org/A5115695308,A5115695308,3
Fangyuan Li,1,,https://openalex.org/A5122350611,A5122350611,6
Farzad Khorasani,1,,https://openalex.org/A5114628359,A5114628359,2
Felipe Petroski Such,3,,https://openalex.org/A5065686484,A5065686484,"2, 3, 6"
Filipe de Avila Belbute Peres,1,,https://openalex.org/A5122341048,A5122341048,6
Filippo A. Raso,1,,https://openalex.org/A5097839737,A5097839737,6
Filippo Raso,2,,https://openalex.org/A5114628360,A5114628360,"2, 3"
Florencia Leoni,1,,https://openalex.org/A5115637755,A5115637755,3
Florent Bekerman,1,,https://openalex.org/A5055161168,A5055161168,6
Foivos Tsimpourlas,2,,https://openalex.org/A5115637756,A5115637756,"3, 6"
Fotis Chantzis,1,,https://openalex.org/A5027861823,A5027861823,6
Francis Song,3,,https://openalex.org/A5031035504,A5031035504,"3, 4, 6"
Fred von Lohmann,2,,https://openalex.org/A5114628361,A5114628361,"2, 3"
Freddie Sulit,2,,https://openalex.org/A5114628362,A5114628362,"2, 3"
Gabriel Goh,1,,https://openalex.org/A5108118480,A5108118480,2
Gaby Raila,1,,https://openalex.org/A5122364227,A5122364227,6
Garrett McGrath,1,,https://openalex.org/A5091254673,A5091254673,6
Gary Briggs,1,,https://openalex.org/A5122378553,A5122378553,6
Gary Yang,1,,https://openalex.org/A5122361780,A5122361780,6
Gene Oden,1,,https://openalex.org/A5114628363,A5114628363,2
Geoff Salmon,2,,https://openalex.org/A5114628364,A5114628364,"2, 3"
Giambattista Parascandolo,2,,https://openalex.org/A5014848044,A5014848044,"3, 6"
Gildas Chabot,3,,https://openalex.org/A5115637757,A5115637757,"3, 5, 6"
Giulio Starace,1,,https://openalex.org/A5014595992,A5014595992,2
Grace Kim,2,,https://openalex.org/A5122308079,A5122308079,"5, 6"
Grace Zhao,2,,https://openalex.org/A5058444129,A5058444129,"3, 6"
Greg Brockman,2,,https://openalex.org/A5040311065,A5040311065,"2, 3"
Gregory Valiant,1,,https://openalex.org/A5122373485,A5122373485,6
Guillaume Leclerc,2,,https://openalex.org/A5028440006,A5028440006,"3, 6"
H ne Kirchner,1,,https://openalex.org/A5112769422,A5112769422,2
Hadi Salman,3,,https://openalex.org/A5086542384,A5086542384,"2, 3, 6"
Haitang Hu,1,,https://openalex.org/A5058358544,A5058358544,2
Hanson Wang,1,,https://openalex.org/A5064601948,A5064601948,6
Hao Sheng,2,,https://openalex.org/A5100627097,A5100627097,"3, 6"
Haoming Jiang,1,,https://openalex.org/A5030361161,A5030361161,6
Haoyu Wang,2,,https://openalex.org/A5100427205,A5100427205,"2, 6"
Haozhun Jin,1,,https://openalex.org/A5051652624,A5051652624,6
Harshit Sikchi,1,,https://openalex.org/A5055075359,A5055075359,6
Hart Andrin,1,,https://openalex.org/A5115637758,A5115637758,3
Heather K. Schmidt,1,,https://openalex.org/A5109225888,A5109225888,2
Heather M. Whitney,1,,https://openalex.org/A5057334444,A5057334444,2
Heather Schmidt,1,,https://openalex.org/A5122361752,A5122361752,6
Heewoo Jun,1,,https://openalex.org/A5065707162,A5065707162,2
Henrique Pondé de Oliveira Pinto,1,,https://openalex.org/A5028891032,A5028891032,2
Henry Aspegren,1,,https://openalex.org/A5014212354,A5014212354,6
Hessam Bagherinezhad,1,,https://openalex.org/A5115637759,A5115637759,3
Heung Wong,1,,https://openalex.org/A5047701439,A5047701439,2
Hong Ling Bao,2,,https://openalex.org/A5064153392,A5064153392,"2, 3"
Honglin Chen,1,,https://openalex.org/A5122386149,A5122386149,6
Hongyu Ren,1,,https://openalex.org/A5082861831,A5082861831,3
Hong‐Yu Ren,1,,https://openalex.org/A5101912684,A5101912684,2
Hui Li,1,,https://openalex.org/A5024453724,A5024453724,6
Huida Qiu,1,,https://openalex.org/A5060115134,A5060115134,6
Hui‐Wen Chang,1,,https://openalex.org/A5067538672,A5067538672,2
Hunter Lightman,3,,https://openalex.org/A5092070318,A5092070318,"3, 4, 6"
Hyung Won Chung,2,,https://openalex.org/A5051828575,A5051828575,"2, 3"
Ian Covert,1,,https://openalex.org/A5049580723,A5049580723,6
Ian Kivlichan,3,,https://openalex.org/A5015180445,A5015180445,"2, 3, 6"
Ian O'Connell,2,,https://openalex.org/A5114628366,A5114628366,"2, 3"
Ian Osband,2,,https://openalex.org/A5114628367,A5114628367,"2, 3"
Ian Silber,2,,https://openalex.org/A5114628368,A5114628368,"2, 6"
Ian Sohl,2,,https://openalex.org/A5114628369,A5114628369,"2, 6"
Ibrahim Hammoud,1,,https://openalex.org/A5040821857,A5040821857,6
Ibrahim Okuyucu,1,,https://openalex.org/A5114628370,A5114628370,2
Ignasi Clavera,2,,https://openalex.org/A5116248256,A5116248256,"4, 6"
Ignasi Clavera Gilaberte,1,,https://openalex.org/A5115637729,A5115637729,3
Ikai Lan,2,,https://openalex.org/A5114628371,A5114628371,"2, 6"
Ilge Akkaya,2,,https://openalex.org/A5046491870,A5046491870,"3, 6"
Ilya Kostrikov,3,,https://openalex.org/A5086657309,A5086657309,"2, 3, 6"
Ilya Sutskever,2,,https://openalex.org/A5006446297,A5006446297,"2, 3"
Ingmar Kanitscheider,1,,https://openalex.org/A5044764535,A5044764535,2
Irina Kofman,2,,https://openalex.org/A5115637730,A5115637730,"3, 6"
Isak Etinger,1,,https://openalex.org/A5122369063,A5122369063,6
Ishaan Gulrajani,1,,https://openalex.org/A5025335469,A5025335469,2
Ishaan Singal,1,,https://openalex.org/A5122353331,A5122353331,6
J. A. McKay,1,,https://openalex.org/A5111475448,A5111475448,2
J. Alan Wolfe,1,,https://openalex.org/A5039804781,A5039804781,2
J. G. Parish,2,,https://openalex.org/A5020108317,A5020108317,"2, 3"
J. Gordon,1,,https://openalex.org/A5068752344,A5068752344,3
J. Jack Lee,1,,https://openalex.org/A5100383910,A5100383910,2
J. S. Yu,2,,https://openalex.org/A5107964667,A5107964667,"2, 3"
J. Wei,1,,https://openalex.org/A5051536708,A5051536708,3
J.A. Harris,1,,https://openalex.org/A5046461276,A5046461276,2
Jackie Hehir,1,,https://openalex.org/A5122349375,A5122349375,6
Jacob Huh,1,,https://openalex.org/A5122347975,A5122347975,6
Jacob Menick,1,,https://openalex.org/A5088720016,A5088720016,2
Jacqueline Pan,1,,https://openalex.org/A5019470528,A5019470528,6
Jake Wilczynski,1,,https://openalex.org/A5122324561,A5122324561,6
Jakub Pachocki,4,,https://openalex.org/A5011053473,A5011053473,"2, 3, 4, 6"
James Aung,1,,https://openalex.org/A5109819214,A5109819214,2
James Betker,1,,https://openalex.org/A5114628373,A5114628373,2
James Crooks,1,,https://openalex.org/A5051213132,A5051213132,2
James J. Quinn,1,,https://openalex.org/A5052307946,A5052307946,6
James Lee,1,,https://openalex.org/A5122396516,A5122396516,6
James Lennon,2,,https://openalex.org/A5073040344,A5073040344,"2, 3"
James P. Coxon,1,,https://openalex.org/A5089575082,A5089575082,2
Jamie Kiros,2,,https://openalex.org/A5065231880,A5065231880,"2, 6"
Jan Leike,1,,https://openalex.org/A5090592321,A5090592321,2
Jane Park,1,,https://openalex.org/A5101939303,A5101939303,2
Janvi Kalra,1,,https://openalex.org/A5122338155,A5122338155,6
Jasmyn Samaroo,1,,https://openalex.org/A5122359326,A5122359326,6
Jason Phang,1,,https://openalex.org/A5047763717,A5047763717,2
Jason Teplitz,1,,https://openalex.org/A5114628375,A5114628375,2
Jason Wang,1,,https://openalex.org/A5122383752,A5122383752,6
Jason Wei,1,,https://openalex.org/A5078446912,A5078446912,2
Jason Wolfe,1,,https://openalex.org/A5122391148,A5122391148,6
Jay Chen,2,,https://openalex.org/A5105690544,A5105690544,"2, 6"
Jay Wang,1,,https://openalex.org/A5122377002,A5122377002,6
Jean Harb,1,,https://openalex.org/A5122357096,A5122357096,6
Jeffrey Han,1,,https://openalex.org/A5018987162,A5018987162,6
Jeffrey Wang,1,,https://openalex.org/A5122363295,A5122363295,6
Jenia Varavva,1,,https://openalex.org/A5114628376,A5114628376,2
Jennifer C. Shieh,1,,https://openalex.org/A5113489892,A5113489892,2
Jennifer Zhao,1,,https://openalex.org/A5122353646,A5122353646,6
Jeremy Chen,1,,https://openalex.org/A5052865707,A5052865707,6
Jerene Yang,1,,https://openalex.org/A5122361883,A5122361883,6
Jerry Kaplan,1,,https://openalex.org/A5079767664,A5079767664,2
Jerry Twore,1,,https://openalex.org/A5115637731,A5115637731,3
Jerry Tworek,3,,https://openalex.org/A5044086066,A5044086066,"4, 5, 6"
Jesse Chand,1,,https://openalex.org/A5122377490,A5122377490,6
Jessica Landon,1,,https://openalex.org/A5122383308,A5122383308,6
Jessica Liang,1,,https://openalex.org/A5113381333,A5113381333,6
Ji Lin,2,,https://openalex.org/A5065001783,A5065001783,"2, 6"
Jiacheng Feng,1,,https://openalex.org/A5023240715,A5023240715,3
Jiahui Yu,2,,https://openalex.org/A5073191129,A5073191129,"2, 3"
Jiancheng Liu,1,,https://openalex.org/A5122304647,A5122304647,6
