Author,No. Papers,Notes,OA_Profile,OA_ID,ORCID,Display_name,Display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,ID-1970,ID-1971,ID-1975,ID-1978,ID-1982,affiliation-1970,affiliation-1971,affiliation-1975,affiliation-1978,affiliation-1982,unique_affiliation_count,all_china,some_china,some_usa,all_usa,all_countries,affiliation_display_name_1982,affiliation_id_1982,affiliation_country_1982,affiliation_display_name_1978,affiliation_id_1978,affiliation_country_1978,affiliation_display_name_1975,affiliation_id_1975,affiliation_country_1975,affiliation_display_name_1971,affiliation_id_1971,affiliation_country_1971,affiliation_display_name_1970,affiliation_id_1970,affiliation_country_1970,affiliation_data,unique_country_count,Most Recent Affiliation Year,Most Recent Affiliation,Most Recent Affiliation Country,affiliation_id_1984,affiliation_country_1984,affiliation_display_name_1984,affiliation_id_1985,affiliation_country_1985,affiliation_display_name_1985,affiliation_id_1986,affiliation_country_1986,affiliation_display_name_1986,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1987,affiliation_id_1988,affiliation_country_1988,affiliation_display_name_1988,affiliation_id_1989,affiliation_country_1989,affiliation_display_name_1989,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1990,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1991,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1992,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1993,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1994,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1995,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1996,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1997,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1998,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1999,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_2000,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2001,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2002,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2003,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2004,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2005,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2006,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2007,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2008,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2009,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2010,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2011,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2012,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2013,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2014,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2015,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2016,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2017,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2018,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2019,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2020,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2021,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2022,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2023,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2024,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2025,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2026
Jiezhong Qiu,3,,https://openalex.org/A5083333630,A5083333630,https://orcid.org/0000-0001-9514-0708,Jiezhong Qiu,"Dong, Yuxiao, Jiezhong Qiu, Li, Lanqing, Qiu, Jiezhong",70,4560,2.4166666666666665,21,29,,,,,,,,,,,3,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2025,Hangzhou Academy of Agricultural Sciences,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I4210123679,China,Hangzhou Academy of Agricultural Sciences,,,
Jin Xie,3,,https://openalex.org/A5035415865,A5035415865,https://orcid.org/0000-0001-8523-6052,Jin Xie,"J. Xie, Jiangkai Xie, Jin Xie, Xie, Jin",14,89,0.3333333333333333,7,4,,,,,,,,,,,4,False,True,True,False,"China, United States",,,,,,,,,,,,,,,,True,2,2025,Hunan Academy of Traditional Chinese Medicine,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I150807315,China,Guangxi University,https://openalex.org/I150807315,China,Guangxi University,https://openalex.org/I150807315,China,Guangxi University,https://openalex.org/I4210165264,China,Guangxi Academy of Sciences,,,,https://openalex.org/I52357470,United States,The Ohio State University,https://openalex.org/I4210165264,China,Guangxi Academy of Sciences,https://openalex.org/I4210122600,China,Hunan Academy of Traditional Chinese Medicine,,,
Jin Zhang,2,,https://openalex.org/A5050008040,A5050008040,https://orcid.org/0000-0002-9117-2793,Jin Zhang,"J. Zhang, JIN ZHANG, Jin Jin Zhang, Jin Z, Jin Zhang, Jin Zhang (53297), Shouchun Wang, Xinyuan Zhao, Zhang Jin, Zhang, J",339,6634,1.7974683544303798,38,92,,,,,,,,,,,18,False,True,True,False,"China, India, Italy, United States",,,,,,,,,,,,,,,,True,4,2026,Chongqing Cancer Hospital,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I9360294,Italy,University of Bologna,,,,https://openalex.org/I32971472,United States,Yale University,,,,https://openalex.org/I84218800,United States,"University of California, Davis",https://openalex.org/I4210099028,China,Fourth Affiliated Hospital of China Medical University,https://openalex.org/I4210127460,China,Ningxia Medical University,https://openalex.org/I83519826,China,Nanjing Medical University,https://openalex.org/I4210120234,China,Zhongnan Hospital of Wuhan University,https://openalex.org/I9916479,China,Air Force Medical University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I4210137389,China,Eastern Hepatobiliary Surgery Hospital,https://openalex.org/I51317819,India,Institute of Medical Sciences,https://openalex.org/I4390039355,United States,Alvin J. Siteman Cancer Center,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I9916479,China,Air Force Medical University,https://openalex.org/I91656880,China,China Medical University,https://openalex.org/I4401200389,China,Dalian Naval Academy,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I84218800,United States,"University of California, Davis",https://openalex.org/I4390039355,United States,Alvin J. Siteman Cancer Center,https://openalex.org/I91656880,China,China Medical University,https://openalex.org/I4210157729,China,First Affiliated Hospital of Hebei Medical University,https://openalex.org/I4210154480,China,Chongqing Cancer Hospital
Jinguo Zhu,2,,https://openalex.org/A5124907406,A5124907406,,Jinguo Zhu,"Jinguo Zhu, Zhu, Jinguo",1,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jingwei Li,1,,https://openalex.org/A5124917492,A5124917492,,Jingwei Li,"Jingwei Li, Li, Jingwei",3,0,0.0,0,0,,,,,,,,,,,1,False,False,False,False,Germany,,,,,,,,,,,,,,,,True,1,2026,University of Bayreuth,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I54009628,Germany,University of Bayreuth
Jinhong Wang,3,,https://openalex.org/A5100775334,A5100775334,,Jinhong Wang,"Jin-Hong Wang, Jin-hong Wang, Jinhong Wang, Wang, Jinhong",74,2008,2.0,24,33,,,,,,,,,,,10,False,True,False,False,"China, United Kingdom",,,,,,,,,,,,,,,,True,2,2025,BGI Research,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I205237279,China,Nankai University,https://openalex.org/I205237279,China,Nankai University,https://openalex.org/I2800091995,China,West China Medical Center of Sichuan University,https://openalex.org/I24185976,China,Sichuan University,https://openalex.org/I241749,United Kingdom,University of Cambridge,https://openalex.org/I241749,United Kingdom,University of Cambridge,https://openalex.org/I241749,United Kingdom,University of Cambridge,,,,,,,,,,https://openalex.org/I241749,United Kingdom,University of Cambridge,https://openalex.org/I4210147887,China,Institute of Hematology & Blood Diseases Hospital,https://openalex.org/I241749,United Kingdom,University of Cambridge,,,,https://openalex.org/I241749,United Kingdom,University of Cambridge,https://openalex.org/I241749,United Kingdom,University of Cambridge,https://openalex.org/I53592917,China,Jiangxi Normal University,https://openalex.org/I53592917,China,Jiangxi Normal University,https://openalex.org/I3130751423,China,Shaoguan University,https://openalex.org/I4210089382,United Kingdom,Cancer Research UK Cambridge Center,https://openalex.org/I53592917,China,Jiangxi Normal University,https://openalex.org/I4210130714,China,Heilongjiang Provincial Hospital,https://openalex.org/I4387153646,China,BGI Research,,,
Jinjing Xu,2,,https://openalex.org/A5124936200,A5124936200,,Jinjing Xu,"Jinjing Xu, Xu, Jinjing",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jinsong Sun,1,,https://openalex.org/A5100974367,A5100974367,,Jinsong Sun,"Diguang Jia, Jinsong Sun, Sun, Jinsong",18,114,5.0,5,3,,,,,,,,,,,7,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2026,Hebei University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I154099455,China,Shandong University,,,,,,,,,,,,,https://openalex.org/I3124059619,China,China University of Geosciences,,,,,,,,,,https://openalex.org/I4210102046,China,Health Commission of Anhui Province,,,,https://openalex.org/I5740404,China,Tianjin Medical University,,,,https://openalex.org/I162868743,China,Tianjin University,https://openalex.org/I47689461,China,Northeast Forestry University,https://openalex.org/I47689461,China,Northeast Forestry University,https://openalex.org/I43337087,China,Hebei University
Jinxiang Zhao,1,,https://openalex.org/A5072286246,A5072286246,https://orcid.org/0000-0002-4740-6337,Jinxiang Zhao,"Jinxiang Zhao, Zhao, Jinxiang",6,2,0.0,1,0,,,,,,,,,,,2,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2025,Renmin University of China,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210147114,China,Hebei Academy of Sciences,,,,,,,https://openalex.org/I78988378,China,Renmin University of China,,,
Jiuzheng Wang,1,,https://openalex.org/A5124905993,A5124905993,,Jiuzheng Wang,"Jiuzheng Wang, Wang, Jiuzheng",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juanfeng Shi,1,,https://openalex.org/A5124952258,A5124952258,,Juanfeng Shi,"Juanfeng Shi, Shi, Juanfeng",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun Chen,1,,https://openalex.org/A5124938835,A5124938835,,Jun Chen,"Chen, Jun, Jun Chen",5,0,0.0,0,0,,,,,,,,,,,1,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2026,Zhejiang University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I76130692,China,Zhejiang University
Junfeng Zhong,1,,https://openalex.org/A5124899870,A5124899870,,Junfeng Zhong,"Junfeng Zhong, Zhong, Junfeng",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junjie Yan,5,,https://openalex.org/A5028565054,A5028565054,https://orcid.org/0009-0006-2259-7487,Junjie Yan,"Junjie Yan, Yan, Junjie",7,189,8.666666666666666,6,6,,,,,,,,,,,6,False,True,False,False,"Canada, China",,,,,,,,,,,,,,,,True,2,2025,Guangdong University of Technology,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I130438778,Canada,Memorial University of Newfoundland,,,,,,,,,,https://openalex.org/I4391767838,China,State Key Laboratory of Industrial Control Technology,,,,,,,,,,,,,https://openalex.org/I126520041,China,University of Science and Technology of China,,,,https://openalex.org/I159948400,China,Jinan University,,,,,,,,,,,,,,,,https://openalex.org/I24943067,China,Fudan University,https://openalex.org/I139024713,China,Guangdong University of Technology,,,
Junming Liu,2,,https://openalex.org/A5102863611,A5102863611,https://orcid.org/0000-0002-9301-0894,Junming Liu,"Jingyuan Liu, Jun-Ming Liu, Jun-ming Liu, JunMing Liu, Junming Liu, Junming Liu -, Junming 峻铭 Liu 刘, Jun‐Ming Liu, Liu, Jingyuan, Liu, Jun-Ming",90,1608,3.1379310344827585,21,31,,,,,,,,,,,14,False,True,True,False,"China, Hong Kong, United States",,,,,,,,,,,,,,,,True,3,2026,University of Electronic Science and Technology of China,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210161896,China,Fu Wai Hospital,https://openalex.org/I52158045,China,China Agricultural University,https://openalex.org/I31683504,China,Beijing Forestry University,,,,,,,https://openalex.org/I4210120442,China,AVIC Optronics (China),https://openalex.org/I52158045,China,China Agricultural University,https://openalex.org/I102322142,United States,"Rutgers, The State University of New Jersey",https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I102322142,United States,"Rutgers, The State University of New Jersey",https://openalex.org/I4391767781,China,State Key Laboratory of Software Development Environment,https://openalex.org/I82880672,China,Beihang University,https://openalex.org/I50760025,China,Hangzhou Dianzi University,https://openalex.org/I50760025,China,Hangzhou Dianzi University,https://openalex.org/I168719708,Hong Kong,City University of Hong Kong,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I52158045,China,China Agricultural University,https://openalex.org/I52158045,China,China Agricultural University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I150229711,China,University of Electronic Science and Technology of China
Junwei Yang,1,,https://openalex.org/A5124927786,A5124927786,,Junwei Yang,"Junwei Yang, Yang, Junwei",1,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junxiong Li,1,,https://openalex.org/A5124970489,A5124970489,,Junxiong Li,"Junxiong Li, Li, Junxiong",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junyan Wu,2,,https://openalex.org/A5081194865,A5081194865,,Junyan Wu,"Jun-Yan Wu, Junyan Wu, Wu, Junyan",17,82,3.4,5,3,,,,,,,,,,,4,False,True,False,False,"Bulgaria, China",,,,,,,,,,,,,,,,True,2,2025,Sun Yat-sen Memorial Hospital,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210149885,China,Taishan Medical University,https://openalex.org/I4210160857,Bulgaria,Institute of Neurobiology,,,,,,,,,,https://openalex.org/I4210149885,China,Taishan Medical University,,,,,,,https://openalex.org/I4210156555,China,Shandong Maternal and Child Health Hospital,,,,,,,,,,https://openalex.org/I4210097354,China,Sun Yat-sen Memorial Hospital,,,,https://openalex.org/I4210097354,China,Sun Yat-sen Memorial Hospital,https://openalex.org/I4210097354,China,Sun Yat-sen Memorial Hospital,,,
Junyao Sun,1,,https://openalex.org/A5124909816,A5124909816,,Junyao Sun,"Junyao Sun, Sun, Junyao",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junyu Luo,1,,https://openalex.org/A5124893520,A5124893520,,Junyu Luo,"Junyu Luo, Luo, Junyu",1,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kai Yang,1,,https://openalex.org/A5124920713,A5124920713,,Kai Yang,"Kai Yang, Yang, Kai",3,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaixin Wang,1,,https://openalex.org/A5124906710,A5124906710,,Kaixin Wang,"Kaixin Wang, Wang, Kaixin",1,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ke Huang,1,,https://openalex.org/A5124946001,A5124946001,,Ke Huang,"Huang, Ke, Ke Huang",1,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kefan Chen,1,,https://openalex.org/A5124947159,A5124947159,,Kefan Chen,"Chen, Kefan, Kefan Chen",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelin Fu,2,,https://openalex.org/A5124882756,A5124882756,,Kelin Fu,"Fu, Kelin, Kelin Fu",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kezhu Tao,1,,https://openalex.org/A5038315013,A5038315013,,Kezhu Tao,"Kezhu Tao, Tao, Kaiming",8,13,0.0,2,0,,,,,,,,,,,1,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2019,Chongqing University of Posts and Telecommunications,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I10535382,China,Chongqing University of Posts and Telecommunications,,,,,,,,,,,,,,,,,,,,,
Kimi Chen,1,,https://openalex.org/A5076197201,A5076197201,,Kimi Chen,"Chen, Kimi, K. Chen, Kimi Chen",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimi Team,5,,https://openalex.org/A5116011620,A5116011620,,Kimi Team,Kimi Team,4,11,2.75,1,1,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kun Ouyang,2,,https://openalex.org/A5070457360,A5070457360,https://orcid.org/0009-0003-2598-5838,Kun Ouyang,"Kun Ouyang, Ouyang, Kun, kun ouyang",9,17,1.2857142857142858,2,0,,,,,,,,,,,2,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2025,Sanya University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210110948,China,Hainan Provincial Academy of Agricultural Sciences,https://openalex.org/I4210110948,China,Hainan Provincial Academy of Agricultural Sciences,https://openalex.org/I4210149102,China,Sanya University,,,
Kun Zhou,1,,https://openalex.org/A5009156729,A5009156729,https://orcid.org/0000-0003-0672-0837,Kun Zhou,"K Zhou, K. Zhou, Kun ZHOU, Kun Zhou, W.Q. Zhou, K. Zhu, T. Jing, H.L. Hou & Y.J. Xu, Xiaokui Yang, Zhou, K., Zhou, Kun",80,1362,5.142857142857143,21,32,,,,,,,,,,,7,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2025,Nanjing University of Aeronautics and Astronautics,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I76214153,China,Lanzhou University,,,,https://openalex.org/I4210162687,China,Second Hospital of Liaohe Oilfield,,,,,,,,,,https://openalex.org/I82880672,China,Beihang University,,,,https://openalex.org/I82880672,China,Beihang University,https://openalex.org/I4800084,China,Southwest Jiaotong University,https://openalex.org/I4800084,China,Southwest Jiaotong University,https://openalex.org/I4800084,China,Southwest Jiaotong University,https://openalex.org/I4800084,China,Southwest Jiaotong University,https://openalex.org/I55538621,China,China Jiliang University,https://openalex.org/I158842170,China,Chongqing University,https://openalex.org/I55538621,China,China Jiliang University,https://openalex.org/I9842412,China,Nanjing University of Aeronautics and Astronautics,,,
L. H. Xu,2,,https://openalex.org/A5124951030,A5124951030,,L. H. Xu,"L. H. Xu, Xu, L. H.",1,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Li Yang,1,,https://openalex.org/A5100460352,A5100460352,https://orcid.org/0000-0003-4791-1349,Li Yang,"Haijuan Wang, L. Yang, L.-X. Yang, Li YANG, Li Yang, Li, Yang, Yang Li",155,2325,3.395348837209302,25,51,,,,,,,,,,,13,False,True,False,False,"Canada, China, Portugal, United Kingdom",,,,,,,,,,,,,,,,True,4,2026,Qingdao University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I10660446,China,Kunming University of Science and Technology,,,,https://openalex.org/I28407311,United Kingdom,University of Manchester,https://openalex.org/I10660446,China,Kunming University of Science and Technology,https://openalex.org/I28407311,United Kingdom,University of Manchester,https://openalex.org/I10660446,China,Kunming University of Science and Technology,https://openalex.org/I4210156066,China,State Key Laboratory of Chemical Engineering,https://openalex.org/I10660446,China,Kunming University of Science and Technology,https://openalex.org/I4210149647,China,Yunnan Metallurgical Group (China),https://openalex.org/I10660446,China,Kunming University of Science and Technology,https://openalex.org/I4210097709,Portugal,National Laboratory of Energy and Geology,https://openalex.org/I4210146959,China,Beijing Academy of Agricultural and Forestry Sciences,https://openalex.org/I4210151935,China,Dahua Technology (China),https://openalex.org/I4210149647,China,Yunnan Metallurgical Group (China),https://openalex.org/I69356397,China,Xi’an Jiaotong-Liverpool University,https://openalex.org/I154425047,Canada,University of Alberta,https://openalex.org/I150807315,China,Guangxi University,https://openalex.org/I47948057,China,Kunming Metallurgy College,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I108688024,China,Qingdao University
