Author,No. Papers,Notes,OA_Profile,OA_ID,ORCID,Display_name,Display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,ID-1970,ID-1971,ID-1975,ID-1978,ID-1982,affiliation-1970,affiliation-1971,affiliation-1975,affiliation-1978,affiliation-1982,unique_affiliation_count,all_china,some_china,some_usa,all_usa,all_countries,affiliation_display_name_1982,affiliation_id_1982,affiliation_country_1982,affiliation_display_name_1978,affiliation_id_1978,affiliation_country_1978,affiliation_display_name_1975,affiliation_id_1975,affiliation_country_1975,affiliation_display_name_1971,affiliation_id_1971,affiliation_country_1971,affiliation_display_name_1970,affiliation_id_1970,affiliation_country_1970,affiliation_data,unique_country_count,Most Recent Affiliation Year,Most Recent Affiliation,Most Recent Affiliation Country,affiliation_id_1984,affiliation_country_1984,affiliation_display_name_1984,affiliation_id_1985,affiliation_country_1985,affiliation_display_name_1985,affiliation_id_1986,affiliation_country_1986,affiliation_display_name_1986,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1987,affiliation_id_1988,affiliation_country_1988,affiliation_display_name_1988,affiliation_id_1989,affiliation_country_1989,affiliation_display_name_1989,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1990,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1991,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1992,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1993,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1994,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1995,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1996,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1997,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1998,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1999,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_2000,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2001,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2002,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2003,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2004,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2005,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2006,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2007,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2008,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2009,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2010,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2011,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2012,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2013,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2014,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2015,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2016,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2017,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2018,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2019,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2020,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2021,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2022,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2023,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2024,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2025,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2026
Shuai Zhao,1,,https://openalex.org/A5124912181,A5124912181,,Shuai Zhao,"Shuai Zhao, Zhao, Shuai",2,0,0.0,0,0,,,,,,,,,,,1,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2026,Naval University of Engineering,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I2800710378,China,Naval University of Engineering
Shudong Liu,1,,https://openalex.org/A5124893220,A5124893220,,Shudong Liu,"Liu, Shudong, Shudong Liu",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shupeng Wei,1,,https://openalex.org/A5030311739,A5030311739,https://orcid.org/0000-0003-3264-2350,Shupeng Wei,"Shupeng Wei, Wei, Shupeng",4,66,10.0,3,2,,,,,,,,,,,2,False,True,False,False,"China, Switzerland",,,,,,,,,,,,,,,,True,2,2021,École Polytechnique Fédérale de Lausanne,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I108160477,China,Hebei Agricultural University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I5124864,Switzerland,École Polytechnique Fédérale de Lausanne,https://openalex.org/I5124864,Switzerland,École Polytechnique Fédérale de Lausanne,,,,,,,,,,,,,,,
Shuran Liu,1,,https://openalex.org/A5124901290,A5124901290,,Shuran Liu,"Liu, Shuran, Shuran Liu",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuyi Wang,2,,https://openalex.org/A5103113484,A5103113484,https://orcid.org/0009-0002-0910-9443,Shuyi Wang,"Shuyi Wang, Wang, Shuyi",9,5,0.375,2,0,,,,,,,,,,,1,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2025,Communication University of China,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I75689368,China,Communication University of China,,,,https://openalex.org/I75689368,China,Communication University of China,,,
Si Wang,2,,https://openalex.org/A5124926926,A5124926926,,Si Wang,"Si Wang, Wang, Si",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siying Huang,1,,https://openalex.org/A5104280720,A5104280720,,Siying Huang,"Huang, Siying, S C Huang, Si-Ying Huang, Si-ying Huang, Siying Huang",64,838,3.264705882352941,12,15,,,,,,,,,,,9,False,True,True,False,"Canada, China, United States",,,,,,,,,,,,,,,,True,3,2026,South China University of Technology,China,,,,,,,,,,,,,,,,,,,https://openalex.org/I27837315,United States,University of Michigan–Ann Arbor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I27837315,United States,University of Michigan–Ann Arbor,https://openalex.org/I27837315,United States,University of Michigan–Ann Arbor,,,,https://openalex.org/I4210111179,United States,Michigan United,,,,https://openalex.org/I4210125326,Canada,Public Health Ontario,,,,https://openalex.org/I4210125326,Canada,Public Health Ontario,https://openalex.org/I32574673,China,Shantou University,https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I53411278,China,Chengdu University of Traditional Chinese Medicine,,,,https://openalex.org/I4210152216,China,Guangdong Food and Drug Vocational College,https://openalex.org/I4210151987,China,Ministry of Agriculture and Rural Affairs,https://openalex.org/I58200834,China,Southern Medical University,https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I90610280,China,South China University of Technology
Siyuan Pan,3,,https://openalex.org/A5124952339,A5124952339,,Siyuan Pan,"Pan, Siyuan, Siyuan Pan",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sui Lin,1,,https://openalex.org/A5100525839,A5100525839,,Sui Lin,"Lin Sui, Sui Lin, Sui, Lin",56,307,1.5454545454545454,10,10,,https://openalex.org/I185261750,https://openalex.org/I60158472,,https://openalex.org/I60158472,,University of Toronto,Concordia University,,Concordia University,8,False,True,True,False,"Canada, China, United States",Concordia University,https://openalex.org/I60158472,Canada,,,,Concordia University,https://openalex.org/I60158472,Canada,University of Toronto,https://openalex.org/I185261750,Canada,,,,True,3,2025,Taizhou University,China,https://openalex.org/I60158472,Canada,Concordia University,,,,https://openalex.org/I60158472,Canada,Concordia University,,,,,,,,,,https://openalex.org/I60158472,Canada,Concordia University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I60158472,Canada,Concordia University,https://openalex.org/I60158472,Canada,Concordia University,https://openalex.org/I60158472,Canada,Concordia University,https://openalex.org/I60158472,Canada,Concordia University,,,,,,,https://openalex.org/I60158472,Canada,Concordia University,https://openalex.org/I60158472,Canada,Concordia University,https://openalex.org/I60158472,Canada,Concordia University,,,,,,,,,,https://openalex.org/I4210121200,China,Second Affiliated Hospital of Shantou University Medical College,,,,https://openalex.org/I1285204247,United States,Cincinnati Children's Hospital Medical Center,,,,https://openalex.org/I139024713,China,Guangdong University of Technology,,,,,,,,,,,,,https://openalex.org/I4210128932,United States,Cygnus (United States),https://openalex.org/I4210165815,China,Hangzhou Cancer Hospital,https://openalex.org/I4210164862,Canada,Artificial Intelligence in Medicine (Canada),https://openalex.org/I82760581,China,Taizhou University,,,
Suting Xu,2,,https://openalex.org/A5124967644,A5124967644,,Suting Xu,"Suting Xu, Xu, Suting",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tao Jiang,3,,https://openalex.org/A5100648261,A5100648261,https://orcid.org/0000-0001-8296-3027,Tao Jiang,"Hongzan Sun, Jiang Tao, Jiang, Tao, Marcin Grzegorzek, Rui Li, T. Jiang, Tao JIANG, Tao Jiang, Tao Jiang -",180,2567,3.760869565217391,24,52,,,,,,,,,,,17,False,True,True,False,"China, Germany, United States",,,,,,,,,,,,,,,,True,3,2025,University of Lübeck,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I125687163,United States,City College of New York,https://openalex.org/I4210120592,United States,Sentient Science (United States),,,,,,,,,,,,,,,,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I23171815,China,Zhengzhou University of Light Industry,https://openalex.org/I23171815,China,Zhengzhou University of Light Industry,https://openalex.org/I3125743391,China,China University of Geosciences (Beijing),,,,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,,,,https://openalex.org/I204983213,China,Harbin Institute of Technology,https://openalex.org/I92403157,China,University of Science and Technology Beijing,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I24201400,China,Chengdu University of Information Technology,https://openalex.org/I151727225,China,Harbin Engineering University,https://openalex.org/I24201400,China,Chengdu University of Information Technology,https://openalex.org/I4210125143,China,Chengdu University,https://openalex.org/I9842412,China,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I25254941,China,Beijing Normal University,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I9842412,China,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I927504317,China,Nanchang Hangkong University,https://openalex.org/I9341345,Germany,University of Lübeck,,,
Tao Yu,2,,https://openalex.org/A5100596110,A5100596110,https://orcid.org/0009-0001-8083-2418,Tao Yu,"Tao Yu, Yu Tao, Yu, Tao",58,436,6.645161290322581,12,13,,,,,,,,,,,5,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2025,Tsinghua University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I150229711,China,University of Electronic Science and Technology of China,https://openalex.org/I43313876,China,Dalian Maritime University,https://openalex.org/I80947539,China,Fuzhou University,https://openalex.org/I43313876,China,Dalian Maritime University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,,,
Tengyang Zheng,1,,https://openalex.org/A5109688160,A5109688160,,Tengyang Zheng,"Tengyang Zheng, Zheng, Tengyang",3,0,0.0,0,0,,,,,,,,,,,1,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2024,Sun Yat-sen University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I157773358,China,Sun Yat-sen University,,,,,,
Tianhui Song,2,,https://openalex.org/A5091391590,A5091391590,,Tianhui Song,"Song, Tianhui, Tianhui Song",20,109,0.2307692307692307,4,3,,,,,,,,,,,3,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2024,Nanjing University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I139660479,China,Central South University,,,,https://openalex.org/I139660479,China,Central South University,,,,,,,,,,https://openalex.org/I24943067,China,Fudan University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,,,,,,
Tianwei Liu,2,,https://openalex.org/A5124911787,A5124911787,,Tianwei Liu,"Liu, Tianwei, Tianwei Liu",3,0,0.0,0,0,,,,,,,,,,,1,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2026,Beihang University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I82880672,China,Beihang University
Tianxiang Yu,1,,https://openalex.org/A5124880424,A5124880424,,Tianxiang Yu,"Tianxiang Yu, Yu, Tianxiang",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianxiao Shen,1,,https://openalex.org/A5006131913,A5006131913,,Tianxiao Shen,"Shen, Tianxiao, Tianxiao Shen",22,1092,0.0,9,9,,,,,,,,,,,4,False,True,True,False,"China, United States",,,,,,,,,,,,,,,,True,2,2023,Nanjing Normal University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,,,,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,,,,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I152031979,China,Nanjing Normal University,,,,,,,,,
Tianyu Liu,1,,https://openalex.org/A5124899375,A5124899375,,Tianyu Liu,"Liu, Tianyu, Tianyu Liu",1,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tong Gao,2,,https://openalex.org/A5124945874,A5124945874,,Tong Gao,"Gao, Tong, Tong Gao",1,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tongtong Bai,2,,https://openalex.org/A5075487596,A5075487596,,Tongtong Bai,"Bai, Tongtong, Tong-tong Bai, Tongtong Bai",4,60,5.0,3,2,,,,,,,,,,,1,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2024,Heilongjiang Bayi Agricultural University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210124184,China,Heilongjiang Bayi Agricultural University,https://openalex.org/I4210124184,China,Heilongjiang Bayi Agricultural University,,,,https://openalex.org/I4210124184,China,Heilongjiang Bayi Agricultural University,,,,,,
Tongxu Luo,1,,https://openalex.org/A5124873523,A5124873523,,Tongxu Luo,"Luo, Tongxu, Tongxu Luo",1,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tongyu Sun,1,,https://openalex.org/A5124970229,A5124970229,,Tongyu Sun,"Sun, Tongyu, Tongyu Sun",3,0,0.0,0,0,,,,,,,,,,,1,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2026,Anhui University of Traditional Chinese Medicine,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I253932293,China,Anhui University of Traditional Chinese Medicine
W. He,2,,https://openalex.org/A5014305191,A5014305191,https://orcid.org/0000-0002-3854-4965,W. He,"He, W., He, Wan-Bing, He, Wanbing, He, Weiran, Huang, H., I. Vassiliev, M Heinz, W He, W. B. He, W. He",180,9238,3.909090909090909,48,115,,,,,,,,,,,8,False,True,True,False,"China, United Kingdom, United States",,,,,,,,,,,,,,,,True,3,2025,Southwest Jiaotong University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I74973139,United States,Carnegie Mellon University,https://openalex.org/I79619799,United Kingdom,University of Birmingham,https://openalex.org/I4210119109,United States,Indiana University Bloomington,https://openalex.org/I4210119109,United States,Indiana University Bloomington,https://openalex.org/I4210119109,United States,Indiana University Bloomington,,,,,,,,,,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,,,,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210131271,China,Institute of Modern Physics,https://openalex.org/I4210131271,China,Institute of Modern Physics,,,,https://openalex.org/I60205797,United States,Abilene Christian University,https://openalex.org/I4210131271,China,Institute of Modern Physics,https://openalex.org/I59553526,United States,Stony Brook University,https://openalex.org/I60205797,United States,Abilene Christian University,https://openalex.org/I4210131271,China,Institute of Modern Physics,https://openalex.org/I4800084,China,Southwest Jiaotong University,,,
Wei Chu,1,,https://openalex.org/A5101781459,A5101781459,https://orcid.org/0000-0002-7166-5443,Wei Chu,"-K Cheung, Alexa Kuffel, CHU Wei, Chu, Chu Wei, Chu, Wei, Jie Zhao, W CHU, W Chu, W-Y. Chu",709,22374,18.85483870967742,69,418,,,,,,,,,,,14,False,True,True,False,"China, Saudi Arabia, United States",,,,,,,,,,,,,,,,True,3,2025,Northeastern University,China,,,,,,,,,,,,,https://openalex.org/I92403157,China,University of Science and Technology Beijing,https://openalex.org/I74973139,United States,Carnegie Mellon University,,,,,,,https://openalex.org/I92403157,China,University of Science and Technology Beijing,,,,https://openalex.org/I92403157,China,University of Science and Technology Beijing,https://openalex.org/I92403157,China,University of Science and Technology Beijing,,,,https://openalex.org/I92403157,China,University of Science and Technology Beijing,https://openalex.org/I92403157,China,University of Science and Technology Beijing,https://openalex.org/I92403157,China,University of Science and Technology Beijing,https://openalex.org/I92403157,China,University of Science and Technology Beijing,https://openalex.org/I92403157,China,University of Science and Technology Beijing,https://openalex.org/I92403157,China,University of Science and Technology Beijing,https://openalex.org/I92403157,China,University of Science and Technology Beijing,https://openalex.org/I92403157,China,University of Science and Technology Beijing,https://openalex.org/I92403157,China,University of Science and Technology Beijing,https://openalex.org/I92403157,China,University of Science and Technology Beijing,https://openalex.org/I92403157,China,University of Science and Technology Beijing,https://openalex.org/I92403157,China,University of Science and Technology Beijing,https://openalex.org/I92403157,China,University of Science and Technology Beijing,https://openalex.org/I92403157,China,University of Science and Technology Beijing,https://openalex.org/I92403157,China,University of Science and Technology Beijing,https://openalex.org/I92403157,China,University of Science and Technology Beijing,https://openalex.org/I4210135984,Saudi Arabia,Saudi Arabia Basic Industries (Saudi Arabia),https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I4210156034,China,Sichuan Research Center of New Materials,https://openalex.org/I64852412,China,Sichuan University of Science and Engineering,https://openalex.org/I4401726756,United States,Pioneer Natural Resources (United States),https://openalex.org/I4210137700,China,Dalian National Laboratory for Clean Energy,https://openalex.org/I4210125143,China,Chengdu University,https://openalex.org/I4210142748,China,Shandong Academy of Sciences,https://openalex.org/I4210125143,China,Chengdu University,https://openalex.org/I78988378,China,Renmin University of China,https://openalex.org/I4210103863,China,Affiliated Hospital of Hangzhou Normal University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I9224756,China,Northeastern University,,,
Wei J. Wang,1,,https://openalex.org/A5124896764,A5124896764,,Wei J. Wang,"L. Jeffrey Medeiros, Wang, Wei, Wei J. Wang, Wei Wang",41,1,0.025,1,0,,,,,,,,,,,1,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2026,Ministry of Industry and Information Technology,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I890469752,China,Ministry of Industry and Information Technology
Wei Song,1,,https://openalex.org/A5019370942,A5019370942,https://orcid.org/0000-0002-4780-0350,Wei Song,"S Huang, Song Wei, Song, W., Song, Wei, W Song, W. Song, Wei Song, Wei Song -, Wei Sonya Song, Wei-Lun Song",171,5044,1.8,41,84,,,,,,,,,,,14,False,True,True,False,"China, Italy, Japan, United Kingdom, United States",,,,,,,,,,,,,,,,True,5,2026,University College London,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,,,,,,,,,,https://openalex.org/I2802939634,China,Chinese PLA General Hospital,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I2802939634,China,Chinese PLA General Hospital,https://openalex.org/I2802939634,China,Chinese PLA General Hospital,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I136765683,China,Tianjin University of Technology,https://openalex.org/I205401836,Japan,National Institute for Materials Science,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I4210125137,China,First Hospital of Jilin University,https://openalex.org/I87424562,United States,Ithaca College,https://openalex.org/I58200834,China,Southern Medical University,https://openalex.org/I58200834,China,Southern Medical University,https://openalex.org/I58200834,China,Southern Medical University,https://openalex.org/I4210150072,China,Central Hospital of Zibo,https://openalex.org/I9360294,Italy,University of Bologna,https://openalex.org/I4387153466,United States,Weill Cornell Medicine,https://openalex.org/I4210147389,China,Hunan Provincial People's Hospital,https://openalex.org/I4210125137,China,First Hospital of Jilin University,https://openalex.org/I4210147389,China,Hunan Provincial People's Hospital,https://openalex.org/I4210163399,China,Shandong First Medical University,https://openalex.org/I83519826,China,Nanjing Medical University,https://openalex.org/I45129253,United Kingdom,University College London
Weihao Gao,1,,https://openalex.org/A5036598136,A5036598136,,Weihao Gao,"Gao, Weihao, Weihao Gao",3,28,10.0,3,2,,,,,,,,,,,1,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2023,Shandong University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I154099455,China,Shandong University,,,,,,,,,
Weihao Zeng,1,,https://openalex.org/A5113392262,A5113392262,,Weihao Zeng,"Weihao Zeng, Zeng, Weihao",7,1,0.1428571428571428,1,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weihong Li,1,,https://openalex.org/A5124913159,A5124913159,,Weihong Li,"Li, Weihong, Weihong Li",5,0,0.0,0,0,,,,,,,,,,,1,True,True,False,False,China,,,,,,,,,,,,,,,,True,1,2026,Guangzhou Electronic Technology (China),China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210150595,China,Guangzhou Electronic Technology (China)
Weilong Liao,1,,https://openalex.org/A5124905247,A5124905247,,Weilong Liao,"Liao, Weilong, Weilong Liao",2,0,0.0,0,0,,,,,,,,,,,0,False,False,False,False,,,,,,,,,,,,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
