Author,No. Papers,Notes,OA_Profile,OA_ID,ORCID,Display_name,Display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,ID-1989,ID-1993,ID-1994,ID-1997,ID-1999,ID-2000,ID-2001,ID-2002,ID-2003,ID-2004,ID-2005,ID-2006,ID-2007,ID-2008,ID-2009,ID-2010,ID-2011,ID-2012,ID-2013,ID-2014,ID-2015,ID-2016,ID-2017,ID-2018,ID-2019,ID-2020,ID-2021,ID-2022,ID-2023,ID-2024,ID-2025,affiliation-1989,affiliation-1993,affiliation-1994,affiliation-1997,affiliation-1999,affiliation-2000,affiliation-2001,affiliation-2002,affiliation-2003,affiliation-2004,affiliation-2005,affiliation-2006,affiliation-2007,affiliation-2008,affiliation-2009,affiliation-2010,affiliation-2011,affiliation-2012,affiliation-2013,affiliation-2014,affiliation-2015,affiliation-2016,affiliation-2017,affiliation-2018,affiliation-2019,affiliation-2020,affiliation-2021,affiliation-2022,affiliation-2023,affiliation-2024,affiliation-2025
Wenfeng Liang,5,,https://openalex.org/A5009435651,A5009435651,https://orcid.org/0000-0002-6605-2511,Wenfeng Liang,"Liang Wen‐Feng, W. Liang, W.F. Liang, Wen‐Feng Liang, Wenfeng Liang, W. Liang",152,4202,6.695652173913044,33,76,,,,,,,,,,,,,,,,https://openalex.org/I19820366,https://openalex.org/I142078773,https://openalex.org/I142078773,https://openalex.org/I2801345734,https://openalex.org/I2801345734,https://openalex.org/I110152177,https://openalex.org/I110152177,https://openalex.org/I110152177,https://openalex.org/I110152177,https://openalex.org/I110152177,https://openalex.org/I2801345734,https://openalex.org/I2801345734,https://openalex.org/I110152177,https://openalex.org/I4210120309,https://openalex.org/I4210091245,,,,,,,,,,,,,,,,,Chinese Academy of Sciences,Shenyang Institute of Automation,Shenyang Institute of Automation,China Academy of Engineering Physics,China Academy of Engineering Physics,University of Akron,University of Akron,University of Akron,University of Akron,University of Akron,China Academy of Engineering Physics,China Academy of Engineering Physics,University of Akron,Guangdong Urban & Rural Planning and Design Institute,Health First,
Chong Ruan,5,,https://openalex.org/A5019374810,A5019374810,,Chong Ruan,Chong Ruan,13,64,4.333333333333333,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I25355098,https://openalex.org/I25355098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chang'an University,Chang'an University,,
Huazuo Gao,5,,https://openalex.org/A5102602497,A5102602497,,Huazuo Gao,Huazuo Gao,8,46,0.0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhenda Xie,5,,https://openalex.org/A5007043113,A5007043113,https://orcid.org/0000-0003-2060-3063,Zhenda Xie,"Z. Xie, Z. D. Xie, Zhenda Xie, Zhen‐Da Xie",228,3085,3.0377358490566038,31,74,,,,,,,,,,,,,https://openalex.org/I4391768004,,https://openalex.org/I4391768004,,,,,https://openalex.org/I59499333,https://openalex.org/I59499333,https://openalex.org/I161318765,https://openalex.org/I59499333,https://openalex.org/I161318765,https://openalex.org/I59499333,https://openalex.org/I161318765,https://openalex.org/I59499333,https://openalex.org/I99065089,https://openalex.org/I4210163933,https://openalex.org/I4391768004,https://openalex.org/I82760581,,,,,,,,,,,,,National Laboratory of Solid State Microstructures,,National Laboratory of Solid State Microstructures,,,,,Optica,Optica,"University of California, Los Angeles",Optica,"University of California, Los Angeles",Optica,"University of California, Los Angeles",Optica,Tsinghua University,Union Hospital,National Laboratory of Solid State Microstructures,Taizhou University
Junxiao Song,5,,https://openalex.org/A5008686458,A5008686458,https://orcid.org/0000-0002-3236-1535,Junxiao Song,"J.‐s. SONG, Junxiao Song, Jun‐Xiao Song, Jinrun Song",21,993,0.5,9,9,,,,,,,,,,,,https://openalex.org/I24456540,,,,,,,https://openalex.org/I889458895,https://openalex.org/I889458895,https://openalex.org/I889458895,https://openalex.org/I889458895,,,,,,,https://openalex.org/I108688024,,,,,,,,,,,,,,Korea Aerospace University,,,,,,,University of Hong Kong,University of Hong Kong,University of Hong Kong,University of Hong Kong,,,,,,,Qingdao University,,
Jiashi Li,5,,https://openalex.org/A5014851555,A5014851555,,Jiashi Li,"Jia‐Shi Li, Jiashi Li, Li Jia‐Shi, Li Jiashi",55,709,10.090909090909092,15,22,,,,https://openalex.org/I4210148966,https://openalex.org/I36296616,https://openalex.org/I36296616,https://openalex.org/I17747738,,,,,,,,https://openalex.org/I143593769,https://openalex.org/I143593769,,,,,,,,,https://openalex.org/I181877577,,https://openalex.org/I139759216,https://openalex.org/I154570441,https://openalex.org/I75059550,https://openalex.org/I9086337,,,,,Beijing Hospital of Traditional Chinese Medicine,Hoshi University,Hoshi University,Beijing University of Chinese Medicine,,,,,,,,East China University of Science and Technology,East China University of Science and Technology,,,,,,,,,Shanxi University,,Beijing University of Posts and Telecommunications,"University of California, Santa Barbara",Zhejiang Gongshang University,Taiyuan University of Technology,
Kang Guan,5,,https://openalex.org/A5017301651,A5017301651,https://orcid.org/0000-0001-5619-6290,Kang Guan,"K. Guan, K. Y. Guan, Kang Guan, Kedi Guan, Guan Kang, K.‐Y. Guan",94,1156,0.9,17,29,,,,,,,,,,,,,,,,,,https://openalex.org/I98227222,,https://openalex.org/I19820366,,https://openalex.org/I90610280,https://openalex.org/I4210144506,https://openalex.org/I4210120696,https://openalex.org/I90610280,https://openalex.org/I39333907,https://openalex.org/I4210114785,https://openalex.org/I90610280,https://openalex.org/I90610280,https://openalex.org/I3124059619,https://openalex.org/I39333907,,,,,,,,,,,,,,,,,,China National Petroleum Corporation (China),,Chinese Academy of Sciences,,South China University of Technology,The 309th Hospital of Chinese People's Liberation Army,South China Botanical Garden,South China University of Technology,Yanshan University,Gansu Provincial Hospital,South China University of Technology,South China University of Technology,China University of Geosciences,Yanshan University
Fuli Luo,5,,https://openalex.org/A5019525050,A5019525050,https://orcid.org/0000-0002-5403-6434,Fuli Luo,Fuli Luo,61,1312,2.0,20,31,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I20231570,https://openalex.org/I20231570,https://openalex.org/I150807315,https://openalex.org/I20231570,https://openalex.org/I10899854,https://openalex.org/I45928872,https://openalex.org/I49934816,,,,,,,,,,,,,,,,,,,,,,,,,Peking University,Peking University,Guangxi University,Peking University,Jiangxi University of Traditional Chinese Medicine,Alibaba Group (China),Hunan University of Technology,
Damai Dai,5,,https://openalex.org/A5020456783,A5020456783,,Damai Dai,"Dai Damai, Damai Dai",62,819,8.555555555555555,12,16,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I20231570,https://openalex.org/I4210136793,https://openalex.org/I20231570,https://openalex.org/I20231570,https://openalex.org/I4210124949,https://openalex.org/I99065089,,,,,,,,,,,,,,,,,,,,,,,,,,Peking University,Peng Cheng Laboratory,Peking University,Peking University,Microsoft Research (India),Tsinghua University,,
Deli Chen,5,,https://openalex.org/A5028794611,A5028794611,https://orcid.org/0000-0001-6767-1376,Deli Chen,"D. L. Chen, Dingxi Chen, D. Chen, Dengjie Chen, Deli Chen, CHENDe‐Li, D.‐L. Chen, De‐Li Chen",513,20301,8.403846153846153,71,265,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I165779595,https://openalex.org/I4210138055,https://openalex.org/I4210138055,https://openalex.org/I4210138055,https://openalex.org/I4210138055,https://openalex.org/I4210138055,https://openalex.org/I4210138055,https://openalex.org/I4210142748,https://openalex.org/I87445476,https://openalex.org/I4210166020,,,,,,,,,,,,,,,,,,,,,,The University of Melbourne,Agriculture and Food,Agriculture and Food,Agriculture and Food,Agriculture and Food,Agriculture and Food,Agriculture and Food,Shandong Academy of Sciences,Xi'an Jiaotong University,Ecosystem Sciences
Zhewen Hao,5,,https://openalex.org/A5039093405,A5039093405,https://orcid.org/0000-0002-1223-4977,Zhewen Hao,Zhewen Hao,6,27,0.0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I20231570,https://openalex.org/I20231570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peking University,Peking University,,,
Qihao Zhu,5,,https://openalex.org/A5047271595,A5047271595,https://orcid.org/0000-0001-8036-2623,Qihao Zhu,"Q. K. Zhu, Qihao Zhu",58,889,5.791666666666667,15,19,,https://openalex.org/I20231570,,,,,,,,,,,,,,,,,,,https://openalex.org/I74973139,,,https://openalex.org/I20231570,https://openalex.org/I20231570,https://openalex.org/I4210128818,https://openalex.org/I20231570,https://openalex.org/I4210154851,https://openalex.org/I152815399,https://openalex.org/I152815399,,,Peking University,,,,,,,,,,,,,,,,,,,Carnegie Mellon University,,,Peking University,Peking University,Institute of Software,Peking University,Hubei University of Education,Singapore University of Technology and Design,Singapore University of Technology and Design,
Shirong Ma,5,,https://openalex.org/A5057030499,A5057030499,https://orcid.org/0000-0002-0035-9078,Shirong Ma,"Shirong Ma, Ma Shirong, Shi‐Rong Ma",50,311,1.588235294117647,10,12,,,,,,,,,,,,https://openalex.org/I68986083,https://openalex.org/I4210158926,https://openalex.org/I4210092870,https://openalex.org/I9916479,,https://openalex.org/I9916479,,https://openalex.org/I4210158926,https://openalex.org/I9916479,,https://openalex.org/I9916479,,https://openalex.org/I4210158926,https://openalex.org/I9916479,,,https://openalex.org/I99065089,https://openalex.org/I3131625388,https://openalex.org/I99065089,,,,,,,,,,,,,Northwest Normal University,Xijing Hospital,Jiaxing University,Air Force Medical University,,Air Force Medical University,,Xijing Hospital,Air Force Medical University,,Air Force Medical University,,Xijing Hospital,Air Force Medical University,,,Tsinghua University,University Town of Shenzhen,Tsinghua University,
Peiyi Wang,5,,https://openalex.org/A5058808692,A5058808692,https://orcid.org/0000-0002-9904-0664,Peiyi Wang,"Peiyi Wang, Pei‐Yi Wang",202,4174,4.339622641509434,32,87,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I178232147,https://openalex.org/I178232147,https://openalex.org/I178232147,https://openalex.org/I178232147,https://openalex.org/I178232147,https://openalex.org/I31683504,https://openalex.org/I178232147,https://openalex.org/I31683504,https://openalex.org/I23171815,https://openalex.org/I103531236,,,,,,,,,,,,,,,,,,,,,,Guizhou University,Guizhou University,Guizhou University,Guizhou University,Guizhou University,Beijing Forestry University,Guizhou University,Beijing Forestry University,Zhengzhou University of Light Industry,Boston College
Daya Guo,5,,https://openalex.org/A5060364305,A5060364305,,Daya Guo,Daya Guo,60,3582,11.263157894736842,19,24,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I157773358,https://openalex.org/I4210164937,https://openalex.org/I204983213,https://openalex.org/I165799507,https://openalex.org/I4210164937,https://openalex.org/I157773358,https://openalex.org/I157773358,,,,,,,,,,,,,,,,,,,,,,,,,Sun Yat-sen University,Microsoft Research (United Kingdom),Harbin Institute of Technology,Rensselaer Polytechnic Institute,Microsoft Research (United Kingdom),Sun Yat-sen University,Sun Yat-sen University,
Wenjun Gao,5,,https://openalex.org/A5076999126,A5076999126,https://orcid.org/0000-0003-3723-9763,Wenjun Gao,"Wenjun Gao, W Gao, Gao Wenjun, Gao Wen‐jun, Wen‐Jun Gao, Wanting Gao",85,486,0.5555555555555556,11,11,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I116953780,,,https://openalex.org/I116953780,https://openalex.org/I106645853,https://openalex.org/I116953780,https://openalex.org/I106645853,,https://openalex.org/I4210107248,https://openalex.org/I4800084,https://openalex.org/I63371133,,,,,,,,,,,,,,,,,,,,,Tongji University,,,Tongji University,Changchun University of Science and Technology,Tongji University,Changchun University of Science and Technology,,Merchants Chongqing Communications Research and Design Institute,Southwest Jiaotong University,Chongqing Jiaotong University
Chenggang Zhao,5,,https://openalex.org/A5079470006,A5079470006,,Chenggang Zhao,Chenggang Zhao,11,98,0.0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I110440473,https://openalex.org/I110440473,,,,https://openalex.org/I143413998,,,,,,,,,,,,,,,,,,,,,,,,,,Xi'an University of Science and Technology,Xi'an University of Science and Technology,,,,Qingdao University of Science and Technology,
Chengqi Deng,5,,https://openalex.org/A5084839131,A5084839131,,Chengqi Deng,Chengqi Deng,14,82,2.75,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I43313876,https://openalex.org/I43313876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dalian Maritime University,Dalian Maritime University,,
Xiao Bi,5,,https://openalex.org/A5091346174,A5091346174,,Xiao Bi,"X M Bi, Xiao Bi",7,8,0.0,2,0,,,,,,,,,https://openalex.org/I4210147961,,,,,,,,,,,,,,https://openalex.org/I4210147206,,,,,,,,,,,,,,,,,Tianjin Municipal Research Institute for Family Planning,,,,,,,,,,,,,,Rongcheng City People's Hospital,,,,,,,,
Yanhong Xu,5,,https://openalex.org/A5100612566,A5100612566,https://orcid.org/0000-0003-2627-4512,Yanhong Xu,"Yanhong Xu, XU Yan‐hong",17,37,3.2,3,3,,,,,,,,,https://openalex.org/I25399270,,,,,,https://openalex.org/I170751988,https://openalex.org/I4210102412,,,,,,,,,,,,https://openalex.org/I28813325,,https://openalex.org/I129708740,,,,,,,,,,Southwest Forestry University,,,,,,Shanxi University of Finance and Economics,Yan'an University,,,,,,,,,,,,Civil Aviation University of China,,Fujian Medical University,
Yaohui Wang,5,,https://openalex.org/A5100672230,A5100672230,https://orcid.org/0000-0003-0165-6573,Yaohui Wang,"Wang Yaohui, Yao‐Hui Wang, Yaohui Wang, Wang Yao‐hui",120,2466,8.484848484848484,25,50,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210152119,,https://openalex.org/I173899330,https://openalex.org/I173899330,https://openalex.org/I173899330,https://openalex.org/I173899330,https://openalex.org/I191208505,https://openalex.org/I173899330,https://openalex.org/I162868743,https://openalex.org/I16351329,https://openalex.org/I16351329,https://openalex.org/I91935597,https://openalex.org/I4210093194,,,,,,,,,,,,,,,,,,,Jiangsu Province Hospital,,Henan University,Henan University,Henan University,Henan University,Xiamen University,Henan University,Tianjin University,China West Normal University,China West Normal University,University of South China,Fudan University Shanghai Cancer Center
Qiushi Du,5,,https://openalex.org/A5100915390,A5100915390,,Qiushi Du,"Qiushi Du, Du Qiushi, Qiu‐Shi Du",23,52,0.0,3,1,,,,,,,,,,,,,,,https://openalex.org/I153473198,https://openalex.org/I153473198,,,https://openalex.org/I4210138151,,https://openalex.org/I194450716,,,,,,,https://openalex.org/I4210138151,,,https://openalex.org/I43313876,,,,,,,,,,,,,,,North China Electric Power University,North China Electric Power University,,,Jilin Electric Power Research Institute (China),,Jilin University,,,,,,,Jilin Electric Power Research Institute (China),,,Dalian Maritime University
Hanwei Xu,5,,https://openalex.org/A5100966558,A5100966558,,Hanwei Xu,"Xu Hanwei, Hanwei Xu, Han‐wei Xu, XU Han‐wei",20,289,0.0,8,8,,,,,,,,,,,,https://openalex.org/I163340411,,,https://openalex.org/I881766915,https://openalex.org/I163340411,https://openalex.org/I163340411,,https://openalex.org/I163340411,https://openalex.org/I163340411,https://openalex.org/I163340411,,,,,,https://openalex.org/I163340411,,https://openalex.org/I80947539,,,,,,,,,,,,,,Hohai University,,,Nanjing University,Hohai University,Hohai University,,Hohai University,Hohai University,Hohai University,,,,,,Hohai University,,Fuzhou University,,
Dejian Yang,5,,https://openalex.org/A5101194950,A5101194950,,Dejian Yang,"Dejian Yang, Yang Dejian, Yang De‐jian",24,78,3.4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210113369,https://openalex.org/I4210102587,https://openalex.org/I114017466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Research Asia (China),Pharmaron (United Kingdom),University of Technology Sydney,
Yishi Piao,5,,https://openalex.org/A5101289777,A5101289777,,Yishi Piao,Yishi Piao,5,32,0.0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuxiang You,5,,https://openalex.org/A5101289778,A5101289778,,Yuxiang You,Yuxiang You,5,23,0.0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xin Xie,5,,https://openalex.org/A5101584148,A5101584148,https://orcid.org/0000-0002-7132-5609,Xin Xie,"Xue‐Yuan Xie, Xin Xie, X G Xie, X. Xie, Xie X, Xie Xin",104,2106,15.555555555555555,24,40,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210107780,https://openalex.org/I4210107780,https://openalex.org/I1327237609,https://openalex.org/I4210107780,https://openalex.org/I4210158071,https://openalex.org/I1327237609,https://openalex.org/I4210107780,https://openalex.org/I183519381,https://openalex.org/I4210158071,https://openalex.org/I1327237609,https://openalex.org/I1327237609,https://openalex.org/I24943067,https://openalex.org/I4210121771,,,,,,,,,,,,,,,,,,,Xi'an Medical University,Xi'an Medical University,Ministry of Education of the People's Republic of China,Xi'an Medical University,Wuxi People's Hospital,Ministry of Education of the People's Republic of China,Xi'an Medical University,Capital Medical University,Wuxi People's Hospital,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China,Fudan University,First Affiliated Hospital of Xi'an Jiaotong University
Liyue Zhang,5,,https://openalex.org/A5101859634,A5101859634,https://orcid.org/0009-0005-5871-182X,Liyue Zhang,"Li‐Yue Zhang, Zhang Li‐yue, Liyue Zhang, Zhang Liyue",86,867,2.4,12,15,,,,,,,,,,,,,,,,https://openalex.org/I125749732,,,,,,,,https://openalex.org/I125749732,,,https://openalex.org/I19820366,https://openalex.org/I194450716,https://openalex.org/I39333907,https://openalex.org/I111599522,https://openalex.org/I125749732,,,,,,,,,,,,,,,,Western University,,,,,,,,Western University,,,Chinese Academy of Sciences,Jilin University,Yanshan University,Jiangnan University,Western University
Kai Dong,5,,https://openalex.org/A5102020713,A5102020713,https://orcid.org/0000-0002-3156-9035,Kai Dong,Kai Dong,62,579,1.8125,15,20,,,,,,,,,,,,,,https://openalex.org/I881766915,,https://openalex.org/I881766915,,https://openalex.org/I881766915,https://openalex.org/I881766915,https://openalex.org/I881766915,,,https://openalex.org/I36399199,https://openalex.org/I17145004,https://openalex.org/I4210090971,,https://openalex.org/I98227222,https://openalex.org/I2250955327,https://openalex.org/I126520041,https://openalex.org/I76569877,,,,,,,,,,,,,,,Nanjing University,,Nanjing University,,Nanjing University,Nanjing University,Nanjing University,,,Nanjing University of Science and Technology,Northwestern Polytechnical University,Southeast University,,China National Petroleum Corporation (China),Huawei Technologies (China),University of Science and Technology of China,Southeast University,
Zhihong Shao,5,,https://openalex.org/A5103100933,A5103100933,https://orcid.org/0000-0001-7290-5958,Zhihong Shao,"Zhihong Shao, Zhi‐Hong Shao, Z H Shao, Z Shao",51,522,3.5454545454545454,12,13,,,,,,,https://openalex.org/I27837315,,https://openalex.org/I27837315,https://openalex.org/I27837315,,https://openalex.org/I27837315,,https://openalex.org/I4210160344,https://openalex.org/I4210160344,https://openalex.org/I4210160344,,,https://openalex.org/I4210160344,,https://openalex.org/I4210160344,https://openalex.org/I4210160344,https://openalex.org/I116953780,,https://openalex.org/I191208505,https://openalex.org/I4210163591,https://openalex.org/I4210163591,https://openalex.org/I17721919,https://openalex.org/I29955533,,,,,,,,,University of Michigan–Ann Arbor,,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,,University of Michigan–Ann Arbor,,Tongji Hospital,Tongji Hospital,Tongji Hospital,,,Tongji Hospital,,Tongji Hospital,Tongji Hospital,Tongji University,,Xiamen University,Shanghai Zhabei District Shibei Hospital,Shanghai Zhabei District Shibei Hospital,Shanxi Medical University,Center for Information Technology,,
Bingxuan Wang,5,,https://openalex.org/A5114179761,A5114179761,,Bingxuan Wang,Bingxuan Wang,11,87,0.0,5,3,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I1284762954,,https://openalex.org/I20231570,,,,https://openalex.org/I111483173,,,,,,,,,,,,,,,,,,,,,,,,,Zhejiang A & F University,,Peking University,,,,King University,
Shengfeng Ye,4,,https://openalex.org/A5030693568,A5030693568,,Shengfeng Ye,"Ye Shengfeng, Shengfeng Ye",24,339,3.4,8,6,,,,,,,,,,,,https://openalex.org/I37461747,https://openalex.org/I52158045,,,,https://openalex.org/I52158045,https://openalex.org/I52158045,,https://openalex.org/I52158045,,,,,,https://openalex.org/I4210134523,https://openalex.org/I4210111829,https://openalex.org/I4210128615,https://openalex.org/I31683504,,https://openalex.org/I167027274,,,,,,,,,,,,Wuhan University,China Agricultural University,,,,China Agricultural University,China Agricultural University,,China Agricultural University,,,,,,State Forestry and Grassland Administration,Institute of Chemical Industry of Forest Products,Chinese Academy of Forestry,Beijing Forestry University,,Nanjing Forestry University
Junjie Qiu,4,,https://openalex.org/A5052869661,A5052869661,https://orcid.org/0000-0001-7060-9960,Junjie Qiu,"Junjie Qiu, Jun‐Jie Qiu",37,348,6.222222222222222,11,12,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I116953780,https://openalex.org/I116953780,https://openalex.org/I4210090489,https://openalex.org/I4210090489,https://openalex.org/I116953780,https://openalex.org/I116953780,https://openalex.org/I4210156571,https://openalex.org/I123534392,,,,,,,,,,,,,,,,,,,,,,,,Tongji University,Tongji University,State Key Laboratory of Pollution Control and Resource Reuse,State Key Laboratory of Pollution Control and Resource Reuse,Tongji University,Tongji University,Collaborative Innovation Center of Chemistry for Energy Materials,University of North Texas,
Haowei Zhang,4,,https://openalex.org/A5080515807,A5080515807,https://orcid.org/0000-0003-1342-5756,Haowei Zhang,"H. W. Zhang, Haowei Zhang, Hao‐Wei Zhang, H.‐W. Zhang",40,213,1.6428571428571428,9,9,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I76130692,https://openalex.org/I76130692,https://openalex.org/I76130692,https://openalex.org/I76130692,https://openalex.org/I76130692,https://openalex.org/I80947539,https://openalex.org/I18452120,,,,,,,,,,,,,,,,,,,,,,,,,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Fuzhou University,Yantai University,,
Shuiping Yu,4,,https://openalex.org/A5000029432,A5000029432,https://orcid.org/0000-0002-1581-7342,Shuiping Yu,"Shuiping Yu, Yu Shuiping, YU Shui‐ping, Shui‐Ping Yu",66,787,0.8823529411764706,14,15,,,,,,,,,,,,,,,,,https://openalex.org/I157773358,,https://openalex.org/I176134282,https://openalex.org/I176134282,https://openalex.org/I176134282,https://openalex.org/I99065089,https://openalex.org/I99065089,https://openalex.org/I4210120668,https://openalex.org/I160354086,https://openalex.org/I176134282,,https://openalex.org/I160354086,https://openalex.org/I176134282,https://openalex.org/I160354086,https://openalex.org/I160354086,,,,,,,,,,,,,,,,,Sun Yat-sen University,,Guilin Medical University,Guilin Medical University,Guilin Medical University,Tsinghua University,Tsinghua University,Creative Commons,Guangxi Medical University,Guilin Medical University,,Guangxi Medical University,Guilin Medical University,Guangxi Medical University,Guangxi Medical University
Guowei Li,4,,https://openalex.org/A5001383067,A5001383067,https://orcid.org/0009-0009-7875-5853,Guowei Li,"Guowei Li, LI Guowei, Guo‐Wei Li",20,78,3.142857142857143,5,3,,,,,,,,,,,,,,,https://openalex.org/I47720641,,,https://openalex.org/I80143920,https://openalex.org/I19820366,,,https://openalex.org/I181679659,,https://openalex.org/I25399270,,,,https://openalex.org/I25399270,https://openalex.org/I32078218,https://openalex.org/I151934421,,,,,,,,,,,,,,,,Huazhong University of Science and Technology,,,Shandong University of Science and Technology,Chinese Academy of Sciences,,,Shanghai University of Finance and Economics,,Southwest Forestry University,,,,Southwest Forestry University,National Penghu University of Science and Technology,University of Northern British Columbia,
Yuheng Zou,4,,https://openalex.org/A5002204845,A5002204845,,Yuheng Zou,"Yu‐Heng Zou, Yuheng Zou",12,2035,4.5,6,5,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I99065089,,,,,https://openalex.org/I4210089761,,https://openalex.org/I4210089761,https://openalex.org/I4210089761,,,,,,,,,,,,,,,,,,,,,,,Tsinghua University,,,,,West China Hospital of Sichuan University,,West China Hospital of Sichuan University,West China Hospital of Sichuan University
Kaige Gao,4,,https://openalex.org/A5002755981,A5002755981,https://orcid.org/0000-0002-7634-3400,Kaige Gao,"Kai‐Ge Gao, Kaige Gao, K. Gao, K.G. Gao",70,998,5.785714285714286,18,30,,,,,,,,,,,,,,,,,,https://openalex.org/I881766915,,https://openalex.org/I881766915,https://openalex.org/I881766915,https://openalex.org/I881766915,https://openalex.org/I162868743,https://openalex.org/I78978612,https://openalex.org/I881766915,https://openalex.org/I135598925,https://openalex.org/I115592961,https://openalex.org/I20231570,https://openalex.org/I4750791,https://openalex.org/I4750791,https://openalex.org/I58956616,,,,,,,,,,,,,,,,,,Nanjing University,,Nanjing University,Nanjing University,Nanjing University,Tianjin University,Yangzhou University,Nanjing University,Kyushu University,Jiangsu University,Peking University,Henan Agricultural University,Henan Agricultural University,Case Western Reserve University
Wentao Zhang,4,,https://openalex.org/A5008772211,A5008772211,https://orcid.org/0000-0002-7532-5550,Wentao Zhang,"W. Zhang, Wen‐Tao ZHANG, Zhang Wentao, Wentao Zhang, Zhang Wen‐tao",211,3888,15.518518518518519,22,39,,,,,,,,,,,,,,,,,https://openalex.org/I2801228662,https://openalex.org/I200296433,https://openalex.org/I200296433,https://openalex.org/I20231570,,,https://openalex.org/I200296433,https://openalex.org/I200296433,https://openalex.org/I200296433,https://openalex.org/I4210096250,https://openalex.org/I200296433,https://openalex.org/I200296433,https://openalex.org/I4210156165,https://openalex.org/I4210089514,https://openalex.org/I20231570,,,,,,,,,,,,,,,,,Peking Union Medical College Hospital,Chinese Academy of Medical Sciences & Peking Union Medical College,Chinese Academy of Medical Sciences & Peking Union Medical College,Peking University,,,Chinese Academy of Medical Sciences & Peking Union Medical College,Chinese Academy of Medical Sciences & Peking Union Medical College,Chinese Academy of Medical Sciences & Peking Union Medical College,Beijing Institute of Big Data Research,Chinese Academy of Medical Sciences & Peking Union Medical College,Chinese Academy of Medical Sciences & Peking Union Medical College,Lenovo (China),National Clinical Research Center for Digestive Diseases,Peking University
Yao Zhao,4,,https://openalex.org/A5009318707,A5009318707,https://orcid.org/0000-0001-9370-7934,Yao Zhao,"Yao Zhao, Zhao Yao, Y. Zhao",61,304,3.0625,8,8,,,,,,,,https://openalex.org/I21193070,,,,https://openalex.org/I21193070,https://openalex.org/I21193070,https://openalex.org/I21193070,,https://openalex.org/I27357992,https://openalex.org/I27357992,,https://openalex.org/I9842412,,,,,,https://openalex.org/I44675526,https://openalex.org/I4210166468,https://openalex.org/I9842412,https://openalex.org/I9842412,https://openalex.org/I27357992,https://openalex.org/I20231570,https://openalex.org/I21193070,,,,,,,,Beijing Jiaotong University,,,,Beijing Jiaotong University,Beijing Jiaotong University,Beijing Jiaotong University,,Dalian University of Technology,Dalian University of Technology,,Nanjing University of Aeronautics and Astronautics,,,,,,Shanghai Ocean University,Beijing Aerospace Flight Control Center,Nanjing University of Aeronautics and Astronautics,Nanjing University of Aeronautics and Astronautics,Dalian University of Technology,Peking University,Beijing Jiaotong University
